,decade,index,rank,catchphrase,count
1952,1970,144,4 - High,just_about_wrapped_up,0.0
3158,1970,144,4 - High,zoinks,4.0
747,1970,145,5 - Very High,jinkies,1.0
3762,1970,145,5 - Very High,scooby_doo_where_are_you,0.0
1953,1970,145,5 - Very High,just_about_wrapped_up,0.0
4365,1970,145,5 - Very High,rooby_rooby_roo,1.0
144,1970,145,5 - Very High,jeepers,0.0
1350,1970,145,5 - Very High,my_glasses,0.0
3159,1970,145,5 - Very High,zoinks,3.0
2556,1970,145,5 - Very High,groovy,0.0
748,1970,146,4 - High,jinkies,4.0
2557,1970,146,4 - High,groovy,0.0
145,1970,146,4 - High,jeepers,1.0
1954,1970,146,4 - High,just_about_wrapped_up,0.0
1351,1970,146,4 - High,my_glasses,0.0
3160,1970,146,4 - High,zoinks,8.0
3763,1970,146,4 - High,scooby_doo_where_are_you,0.0
4366,1970,146,4 - High,rooby_rooby_roo,0.0
749,1970,147,5 - Very High,jinkies,0.0
1352,1970,147,5 - Very High,my_glasses,0.0
3161,1970,147,5 - Very High,zoinks,3.0
3764,1970,147,5 - Very High,scooby_doo_where_are_you,0.0
2558,1970,147,5 - Very High,groovy,0.0
4367,1970,147,5 - Very High,rooby_rooby_roo,1.0
1955,1970,147,5 - Very High,just_about_wrapped_up,0.0
146,1970,147,5 - Very High,jeepers,1.0
2559,1970,148,4 - High,groovy,0.0
4368,1970,148,4 - High,rooby_rooby_roo,1.0
1956,1970,148,4 - High,just_about_wrapped_up,0.0
1353,1970,148,4 - High,my_glasses,0.0
147,1970,148,4 - High,jeepers,1.0
750,1970,148,4 - High,jinkies,1.0
3765,1970,148,4 - High,scooby_doo_where_are_you,0.0
3162,1970,148,4 - High,zoinks,2.0
3766,1970,149,5 - Very High,scooby_doo_where_are_you,0.0
148,1970,149,5 - Very High,jeepers,0.0
1957,1970,149,5 - Very High,just_about_wrapped_up,0.0
751,1970,149,5 - Very High,jinkies,3.0
2560,1970,149,5 - Very High,groovy,0.0
3163,1970,149,5 - Very High,zoinks,6.0
4369,1970,149,5 - Very High,rooby_rooby_roo,1.0
1354,1970,149,5 - Very High,my_glasses,0.0
4370,1970,150,5 - Very High,rooby_rooby_roo,1.0
3767,1970,150,5 - Very High,scooby_doo_where_are_you,0.0
3164,1970,150,5 - Very High,zoinks,3.0
2561,1970,150,5 - Very High,groovy,0.0
1355,1970,150,5 - Very High,my_glasses,0.0
149,1970,150,5 - Very High,jeepers,0.0
1958,1970,150,5 - Very High,just_about_wrapped_up,0.0
752,1970,150,5 - Very High,jinkies,3.0
150,1970,151,4 - High,jeepers,2.0
1959,1970,151,4 - High,just_about_wrapped_up,0.0
3165,1970,151,4 - High,zoinks,5.0
753,1970,151,4 - High,jinkies,1.0
3768,1970,151,4 - High,scooby_doo_where_are_you,0.0
4371,1970,151,4 - High,rooby_rooby_roo,1.0
2562,1970,151,4 - High,groovy,0.0
1356,1970,151,4 - High,my_glasses,0.0
754,1970,152,5 - Very High,jinkies,2.0
3769,1970,152,5 - Very High,scooby_doo_where_are_you,0.0
1357,1970,152,5 - Very High,my_glasses,0.0
3166,1970,152,5 - Very High,zoinks,2.0
1960,1970,152,5 - Very High,just_about_wrapped_up,0.0
151,1970,152,5 - Very High,jeepers,2.0
4372,1970,152,5 - Very High,rooby_rooby_roo,1.0
2563,1970,152,5 - Very High,groovy,0.0
3770,1970,153,3 - Moderate,scooby_doo_where_are_you,0.0
3167,1970,153,3 - Moderate,zoinks,2.0
4373,1970,153,3 - Moderate,rooby_rooby_roo,1.0
1961,1970,153,3 - Moderate,just_about_wrapped_up,0.0
152,1970,153,3 - Moderate,jeepers,0.0
755,1970,153,3 - Moderate,jinkies,3.0
1358,1970,153,3 - Moderate,my_glasses,0.0
2564,1970,153,3 - Moderate,groovy,0.0
1359,1970,154,5 - Very High,my_glasses,0.0
4374,1970,154,5 - Very High,rooby_rooby_roo,1.0
2565,1970,154,5 - Very High,groovy,0.0
153,1970,154,5 - Very High,jeepers,0.0
1962,1970,154,5 - Very High,just_about_wrapped_up,0.0
3771,1970,154,5 - Very High,scooby_doo_where_are_you,0.0
756,1970,154,5 - Very High,jinkies,5.0
3168,1970,154,5 - Very High,zoinks,8.0
2566,1970,155,4 - High,groovy,0.0
4375,1970,155,4 - High,rooby_rooby_roo,1.0
154,1970,155,4 - High,jeepers,3.0
3169,1970,155,4 - High,zoinks,2.0
3772,1970,155,4 - High,scooby_doo_where_are_you,0.0
1360,1970,155,4 - High,my_glasses,0.0
1963,1970,155,4 - High,just_about_wrapped_up,0.0
757,1970,155,4 - High,jinkies,2.0
758,1970,156,5 - Very High,jinkies,5.0
3170,1970,156,5 - Very High,zoinks,4.0
155,1970,156,5 - Very High,jeepers,0.0
3773,1970,156,5 - Very High,scooby_doo_where_are_you,0.0
2567,1970,156,5 - Very High,groovy,0.0
1964,1970,156,5 - Very High,just_about_wrapped_up,0.0
1361,1970,156,5 - Very High,my_glasses,0.0
4376,1970,156,5 - Very High,rooby_rooby_roo,1.0
3171,1970,157,3 - Moderate,zoinks,3.0
2568,1970,157,3 - Moderate,groovy,0.0
1362,1970,157,3 - Moderate,my_glasses,0.0
156,1970,157,3 - Moderate,jeepers,0.0
3774,1970,157,3 - Moderate,scooby_doo_where_are_you,0.0
759,1970,157,3 - Moderate,jinkies,0.0
1965,1970,157,3 - Moderate,just_about_wrapped_up,0.0
4377,1970,157,3 - Moderate,rooby_rooby_roo,0.0
3775,1970,158,4 - High,scooby_doo_where_are_you,0.0
2569,1970,158,4 - High,groovy,0.0
3172,1970,158,4 - High,zoinks,1.0
1966,1970,158,4 - High,just_about_wrapped_up,
760,1970,158,4 - High,jinkies,
4378,1970,158,4 - High,rooby_rooby_roo,1.0
1363,1970,158,4 - High,my_glasses,
157,1970,158,4 - High,jeepers,
1364,1970,159,4 - High,my_glasses,
4379,1970,159,4 - High,rooby_rooby_roo,1.0
761,1970,159,4 - High,jinkies,
1967,1970,159,4 - High,just_about_wrapped_up,
158,1970,159,4 - High,jeepers,
3776,1970,159,4 - High,scooby_doo_where_are_you,0.0
3173,1970,159,4 - High,zoinks,3.0
2570,1970,159,4 - High,groovy,0.0
2571,1970,160,4 - High,groovy,0.0
3777,1970,160,4 - High,scooby_doo_where_are_you,0.0
1968,1970,160,4 - High,just_about_wrapped_up,
3174,1970,160,4 - High,zoinks,0.0
1365,1970,160,4 - High,my_glasses,
159,1970,160,4 - High,jeepers,
762,1970,160,4 - High,jinkies,
4380,1970,160,4 - High,rooby_rooby_roo,1.0
3778,1970,161,4 - High,scooby_doo_where_are_you,0.0
763,1970,161,4 - High,jinkies,
4381,1970,161,4 - High,rooby_rooby_roo,0.0
1366,1970,161,4 - High,my_glasses,
3175,1970,161,4 - High,zoinks,3.0
1969,1970,161,4 - High,just_about_wrapped_up,
2572,1970,161,4 - High,groovy,0.0
160,1970,161,4 - High,jeepers,
4382,1970,162,4 - High,rooby_rooby_roo,1.0
764,1970,162,4 - High,jinkies,
3779,1970,162,4 - High,scooby_doo_where_are_you,0.0
1367,1970,162,4 - High,my_glasses,
1970,1970,162,4 - High,just_about_wrapped_up,
3176,1970,162,4 - High,zoinks,2.0
161,1970,162,4 - High,jeepers,
2573,1970,162,4 - High,groovy,0.0
765,1970,163,4 - High,jinkies,
1368,1970,163,4 - High,my_glasses,
162,1970,163,4 - High,jeepers,
1971,1970,163,4 - High,just_about_wrapped_up,
4383,1970,163,4 - High,rooby_rooby_roo,0.0
3177,1970,163,4 - High,zoinks,3.0
2574,1970,163,4 - High,groovy,0.0
3780,1970,163,4 - High,scooby_doo_where_are_you,1.0
2575,1970,164,4 - High,groovy,0.0
3781,1970,164,4 - High,scooby_doo_where_are_you,0.0
3178,1970,164,4 - High,zoinks,7.0
1972,1970,164,4 - High,just_about_wrapped_up,
163,1970,164,4 - High,jeepers,
4384,1970,164,4 - High,rooby_rooby_roo,1.0
766,1970,164,4 - High,jinkies,
1369,1970,164,4 - High,my_glasses,
4385,1970,165,4 - High,rooby_rooby_roo,1.0
1370,1970,165,4 - High,my_glasses,
1973,1970,165,4 - High,just_about_wrapped_up,
767,1970,165,4 - High,jinkies,
164,1970,165,4 - High,jeepers,
3179,1970,165,4 - High,zoinks,4.0
2576,1970,165,4 - High,groovy,0.0
3782,1970,165,4 - High,scooby_doo_where_are_you,0.0
768,1970,166,4 - High,jinkies,
165,1970,166,4 - High,jeepers,
1371,1970,166,4 - High,my_glasses,
3180,1970,166,4 - High,zoinks,4.0
1974,1970,166,4 - High,just_about_wrapped_up,
4386,1970,166,4 - High,rooby_rooby_roo,1.0
2577,1970,166,4 - High,groovy,0.0
3783,1970,166,4 - High,scooby_doo_where_are_you,0.0
3784,1970,167,4 - High,scooby_doo_where_are_you,0.0
769,1970,167,4 - High,jinkies,
1372,1970,167,4 - High,my_glasses,
3181,1970,167,4 - High,zoinks,3.0
1975,1970,167,4 - High,just_about_wrapped_up,
166,1970,167,4 - High,jeepers,
4387,1970,167,4 - High,rooby_rooby_roo,1.0
2578,1970,167,4 - High,groovy,0.0
1976,1970,168,4 - High,just_about_wrapped_up,
3785,1970,168,4 - High,scooby_doo_where_are_you,0.0
167,1970,168,4 - High,jeepers,
770,1970,168,4 - High,jinkies,
4388,1970,168,4 - High,rooby_rooby_roo,1.0
1373,1970,168,4 - High,my_glasses,
2579,1970,168,4 - High,groovy,0.0
3182,1970,168,4 - High,zoinks,1.0
3786,1970,169,4 - High,scooby_doo_where_are_you,0.0
168,1970,169,4 - High,jeepers,
4389,1970,169,4 - High,rooby_rooby_roo,1.0
1374,1970,169,4 - High,my_glasses,
1977,1970,169,4 - High,just_about_wrapped_up,
3183,1970,169,4 - High,zoinks,2.0
771,1970,169,4 - High,jinkies,
2580,1970,169,4 - High,groovy,0.0
4390,1970,170,4 - High,rooby_rooby_roo,0.0
772,1970,170,4 - High,jinkies,
3787,1970,170,4 - High,scooby_doo_where_are_you,0.0
3184,1970,170,4 - High,zoinks,0.0
1375,1970,170,4 - High,my_glasses,
169,1970,170,4 - High,jeepers,
2581,1970,170,4 - High,groovy,0.0
1978,1970,170,4 - High,just_about_wrapped_up,
1376,1970,171,4 - High,my_glasses,
3185,1970,171,4 - High,zoinks,2.0
3788,1970,171,4 - High,scooby_doo_where_are_you,0.0
4391,1970,171,4 - High,rooby_rooby_roo,1.0
2582,1970,171,4 - High,groovy,0.0
170,1970,171,4 - High,jeepers,
1979,1970,171,4 - High,just_about_wrapped_up,
773,1970,171,4 - High,jinkies,
2583,1970,172,4 - High,groovy,0.0
3186,1970,172,4 - High,zoinks,0.0
1980,1970,172,4 - High,just_about_wrapped_up,
1377,1970,172,4 - High,my_glasses,
171,1970,172,4 - High,jeepers,
4392,1970,172,4 - High,rooby_rooby_roo,1.0
3789,1970,172,4 - High,scooby_doo_where_are_you,0.0
774,1970,172,4 - High,jinkies,
3790,1970,173,4 - High,scooby_doo_where_are_you,0.0
2584,1970,173,4 - High,groovy,0.0
4393,1970,173,4 - High,rooby_rooby_roo,0.0
3187,1970,173,4 - High,zoinks,4.0
1981,1970,173,4 - High,just_about_wrapped_up,
172,1970,173,4 - High,jeepers,
775,1970,173,4 - High,jinkies,
1378,1970,173,4 - High,my_glasses,
3188,1970,174,4 - High,zoinks,4.0
173,1970,174,4 - High,jeepers,
776,1970,174,4 - High,jinkies,
1982,1970,174,4 - High,just_about_wrapped_up,
2585,1970,174,4 - High,groovy,0.0
4394,1970,174,4 - High,rooby_rooby_roo,1.0
3791,1970,174,4 - High,scooby_doo_where_are_you,0.0
1379,1970,174,4 - High,my_glasses,
3189,1970,175,4 - High,zoinks,1.0
3792,1970,175,4 - High,scooby_doo_where_are_you,0.0
174,1970,175,4 - High,jeepers,
2586,1970,175,4 - High,groovy,0.0
777,1970,175,4 - High,jinkies,
1380,1970,175,4 - High,my_glasses,
4395,1970,175,4 - High,rooby_rooby_roo,1.0
1983,1970,175,4 - High,just_about_wrapped_up,
4396,1970,176,4 - High,rooby_rooby_roo,1.0
3793,1970,176,4 - High,scooby_doo_where_are_you,0.0
2587,1970,176,4 - High,groovy,0.0
175,1970,176,4 - High,jeepers,
778,1970,176,4 - High,jinkies,
1381,1970,176,4 - High,my_glasses,
3190,1970,176,4 - High,zoinks,1.0
1984,1970,176,4 - High,just_about_wrapped_up,
1382,1970,177,4 - High,my_glasses,
779,1970,177,4 - High,jinkies,
2588,1970,177,4 - High,groovy,0.0
3794,1970,177,4 - High,scooby_doo_where_are_you,0.0
1985,1970,177,4 - High,just_about_wrapped_up,
4397,1970,177,4 - High,rooby_rooby_roo,0.0
3191,1970,177,4 - High,zoinks,3.0
176,1970,177,4 - High,jeepers,
780,1970,178,4 - High,jinkies,
3795,1970,178,4 - High,scooby_doo_where_are_you,0.0
177,1970,178,4 - High,jeepers,
2589,1970,178,4 - High,groovy,0.0
3192,1970,178,4 - High,zoinks,2.0
1383,1970,178,4 - High,my_glasses,
1986,1970,178,4 - High,just_about_wrapped_up,
4398,1970,178,4 - High,rooby_rooby_roo,1.0
3193,1970,179,4 - High,zoinks,1.0
1987,1970,179,4 - High,just_about_wrapped_up,
178,1970,179,4 - High,jeepers,
1384,1970,179,4 - High,my_glasses,
2590,1970,179,4 - High,groovy,0.0
4399,1970,179,4 - High,rooby_rooby_roo,1.0
781,1970,179,4 - High,jinkies,
3796,1970,179,4 - High,scooby_doo_where_are_you,0.0
3797,1970,180,4 - High,scooby_doo_where_are_you,0.0
1385,1970,180,4 - High,my_glasses,
1988,1970,180,4 - High,just_about_wrapped_up,
2591,1970,180,4 - High,groovy,0.0
4400,1970,180,4 - High,rooby_rooby_roo,1.0
782,1970,180,4 - High,jinkies,
179,1970,180,4 - High,jeepers,
3194,1970,180,4 - High,zoinks,3.0
1989,1970,181,4 - High,just_about_wrapped_up,
4401,1970,181,4 - High,rooby_rooby_roo,1.0
783,1970,181,4 - High,jinkies,
180,1970,181,4 - High,jeepers,
3195,1970,181,4 - High,zoinks,5.0
2592,1970,181,4 - High,groovy,0.0
3798,1970,181,4 - High,scooby_doo_where_are_you,0.0
1386,1970,181,4 - High,my_glasses,
181,1980,182,4 - High,jeepers,
3196,1980,182,4 - High,zoinks,1.0
784,1980,182,4 - High,jinkies,
4402,1980,182,4 - High,rooby_rooby_roo,1.0
2593,1980,182,4 - High,groovy,0.0
1990,1980,182,4 - High,just_about_wrapped_up,
3799,1980,182,4 - High,scooby_doo_where_are_you,0.0
1387,1980,182,4 - High,my_glasses,
182,1980,183,4 - High,jeepers,
785,1980,183,4 - High,jinkies,
4403,1980,183,4 - High,rooby_rooby_roo,1.0
2594,1980,183,4 - High,groovy,0.0
1388,1980,183,4 - High,my_glasses,
1991,1980,183,4 - High,just_about_wrapped_up,
3800,1980,183,4 - High,scooby_doo_where_are_you,0.0
3197,1980,183,4 - High,zoinks,1.0
183,1980,184,4 - High,jeepers,
2595,1980,184,4 - High,groovy,0.0
4404,1980,184,4 - High,rooby_rooby_roo,0.0
1992,1980,184,4 - High,just_about_wrapped_up,
1389,1980,184,4 - High,my_glasses,
3198,1980,184,4 - High,zoinks,2.0
786,1980,184,4 - High,jinkies,
3801,1980,184,4 - High,scooby_doo_where_are_you,0.0
184,1980,185,4 - High,jeepers,
1390,1980,185,4 - High,my_glasses,
2596,1980,185,4 - High,groovy,0.0
1993,1980,185,4 - High,just_about_wrapped_up,
4405,1980,185,4 - High,rooby_rooby_roo,1.0
3802,1980,185,4 - High,scooby_doo_where_are_you,0.0
787,1980,185,4 - High,jinkies,
3199,1980,185,4 - High,zoinks,3.0
185,1980,186,4 - High,jeepers,
3803,1980,186,4 - High,scooby_doo_where_are_you,0.0
2597,1980,186,4 - High,groovy,0.0
3200,1980,186,4 - High,zoinks,1.0
788,1980,186,4 - High,jinkies,
1994,1980,186,4 - High,just_about_wrapped_up,
1391,1980,186,4 - High,my_glasses,
4406,1980,186,4 - High,rooby_rooby_roo,1.0
4407,1980,187,4 - High,rooby_rooby_roo,1.0
3201,1980,187,4 - High,zoinks,1.0
2598,1980,187,4 - High,groovy,0.0
789,1980,187,4 - High,jinkies,
1995,1980,187,4 - High,just_about_wrapped_up,
1392,1980,187,4 - High,my_glasses,
186,1980,187,4 - High,jeepers,
3804,1980,187,4 - High,scooby_doo_where_are_you,0.0
2599,1980,188,4 - High,groovy,0.0
3805,1980,188,4 - High,scooby_doo_where_are_you,0.0
790,1980,188,4 - High,jinkies,
187,1980,188,4 - High,jeepers,
1393,1980,188,4 - High,my_glasses,
3202,1980,188,4 - High,zoinks,2.0
4408,1980,188,4 - High,rooby_rooby_roo,1.0
1996,1980,188,4 - High,just_about_wrapped_up,
3806,1980,189,4 - High,scooby_doo_where_are_you,0.0
188,1980,189,4 - High,jeepers,
791,1980,189,4 - High,jinkies,
4409,1980,189,4 - High,rooby_rooby_roo,1.0
1997,1980,189,4 - High,just_about_wrapped_up,
2600,1980,189,4 - High,groovy,0.0
1394,1980,189,4 - High,my_glasses,
3203,1980,189,4 - High,zoinks,1.0
189,1980,190,4 - High,jeepers,
3204,1980,190,4 - High,zoinks,0.0
1395,1980,190,4 - High,my_glasses,
4410,1980,190,4 - High,rooby_rooby_roo,1.0
2601,1980,190,4 - High,groovy,0.0
3807,1980,190,4 - High,scooby_doo_where_are_you,0.0
1998,1980,190,4 - High,just_about_wrapped_up,
792,1980,190,4 - High,jinkies,
2602,1980,191,4 - High,groovy,0.0
1396,1980,191,4 - High,my_glasses,
190,1980,191,4 - High,jeepers,
4411,1980,191,4 - High,rooby_rooby_roo,1.0
1999,1980,191,4 - High,just_about_wrapped_up,
793,1980,191,4 - High,jinkies,
3808,1980,191,4 - High,scooby_doo_where_are_you,0.0
3205,1980,191,4 - High,zoinks,4.0
1397,1980,192,4 - High,my_glasses,
3206,1980,192,4 - High,zoinks,1.0
4412,1980,192,4 - High,rooby_rooby_roo,1.0
2000,1980,192,4 - High,just_about_wrapped_up,
2603,1980,192,4 - High,groovy,0.0
794,1980,192,4 - High,jinkies,
191,1980,192,4 - High,jeepers,
3809,1980,192,4 - High,scooby_doo_where_are_you,0.0
4413,1980,193,4 - High,rooby_rooby_roo,2.0
2604,1980,193,4 - High,groovy,0.0
1398,1980,193,4 - High,my_glasses,
3810,1980,193,4 - High,scooby_doo_where_are_you,0.0
795,1980,193,4 - High,jinkies,
3207,1980,193,4 - High,zoinks,2.0
192,1980,193,4 - High,jeepers,
2001,1980,193,4 - High,just_about_wrapped_up,
3208,1980,194,4 - High,zoinks,3.0
3811,1980,194,4 - High,scooby_doo_where_are_you,0.0
2605,1980,194,4 - High,groovy,0.0
2002,1980,194,4 - High,just_about_wrapped_up,
796,1980,194,4 - High,jinkies,
1399,1980,194,4 - High,my_glasses,
193,1980,194,4 - High,jeepers,
4414,1980,194,4 - High,rooby_rooby_roo,1.0
4415,1980,195,4 - High,rooby_rooby_roo,1.0
3209,1980,195,4 - High,zoinks,2.0
2003,1980,195,4 - High,just_about_wrapped_up,
2606,1980,195,4 - High,groovy,0.0
1400,1980,195,4 - High,my_glasses,
194,1980,195,4 - High,jeepers,
3812,1980,195,4 - High,scooby_doo_where_are_you,0.0
797,1980,195,4 - High,jinkies,
195,1980,196,4 - High,jeepers,
4416,1980,196,4 - High,rooby_rooby_roo,0.0
798,1980,196,4 - High,jinkies,
3813,1980,196,4 - High,scooby_doo_where_are_you,0.0
2607,1980,196,4 - High,groovy,0.0
1401,1980,196,4 - High,my_glasses,
2004,1980,196,4 - High,just_about_wrapped_up,
3210,1980,196,4 - High,zoinks,1.0
3814,1980,197,4 - High,scooby_doo_where_are_you,0.0
2608,1980,197,4 - High,groovy,0.0
4417,1980,197,4 - High,rooby_rooby_roo,1.0
196,1980,197,4 - High,jeepers,
799,1980,197,4 - High,jinkies,
1402,1980,197,4 - High,my_glasses,
2005,1980,197,4 - High,just_about_wrapped_up,
3211,1980,197,4 - High,zoinks,3.0
3815,1980,198,4 - High,scooby_doo_where_are_you,0.0
197,1980,198,4 - High,jeepers,
4418,1980,198,4 - High,rooby_rooby_roo,1.0
1403,1980,198,4 - High,my_glasses,
3212,1980,198,4 - High,zoinks,5.0
800,1980,198,4 - High,jinkies,
2006,1980,198,4 - High,just_about_wrapped_up,
2609,1980,198,4 - High,groovy,0.0
198,1980,199,4 - High,jeepers,
4419,1980,199,4 - High,rooby_rooby_roo,0.0
2007,1980,199,4 - High,just_about_wrapped_up,
801,1980,199,4 - High,jinkies,
3816,1980,199,4 - High,scooby_doo_where_are_you,0.0
3213,1980,199,4 - High,zoinks,3.0
2610,1980,199,4 - High,groovy,0.0
1404,1980,199,4 - High,my_glasses,
1405,1980,200,4 - High,my_glasses,
2611,1980,200,4 - High,groovy,0.0
3214,1980,200,4 - High,zoinks,3.0
3817,1980,200,4 - High,scooby_doo_where_are_you,0.0
4420,1980,200,4 - High,rooby_rooby_roo,1.0
199,1980,200,4 - High,jeepers,
802,1980,200,4 - High,jinkies,
2008,1980,200,4 - High,just_about_wrapped_up,
200,1980,201,4 - High,jeepers,
1406,1980,201,4 - High,my_glasses,
2612,1980,201,4 - High,groovy,0.0
3818,1980,201,4 - High,scooby_doo_where_are_you,0.0
4421,1980,201,4 - High,rooby_rooby_roo,1.0
2009,1980,201,4 - High,just_about_wrapped_up,
803,1980,201,4 - High,jinkies,
3215,1980,201,4 - High,zoinks,1.0
2613,1980,202,4 - High,groovy,0.0
3819,1980,202,4 - High,scooby_doo_where_are_you,0.0
201,1980,202,4 - High,jeepers,
1407,1980,202,4 - High,my_glasses,
4422,1980,202,4 - High,rooby_rooby_roo,1.0
804,1980,202,4 - High,jinkies,
3216,1980,202,4 - High,zoinks,3.0
2010,1980,202,4 - High,just_about_wrapped_up,
3820,1980,203,4 - High,scooby_doo_where_are_you,0.0
1408,1980,203,4 - High,my_glasses,
4423,1980,203,4 - High,rooby_rooby_roo,1.0
202,1980,203,4 - High,jeepers,
2011,1980,203,4 - High,just_about_wrapped_up,
2614,1980,203,4 - High,groovy,0.0
805,1980,203,4 - High,jinkies,
3217,1980,203,4 - High,zoinks,3.0
1409,1980,204,4 - High,my_glasses,
4424,1980,204,4 - High,rooby_rooby_roo,1.0
806,1980,204,4 - High,jinkies,
203,1980,204,4 - High,jeepers,
3821,1980,204,4 - High,scooby_doo_where_are_you,0.0
2615,1980,204,4 - High,groovy,0.0
3218,1980,204,4 - High,zoinks,2.0
2012,1980,204,4 - High,just_about_wrapped_up,
2013,1980,205,4 - High,just_about_wrapped_up,
4425,1980,205,4 - High,rooby_rooby_roo,0.0
3219,1980,205,4 - High,zoinks,5.0
1410,1980,205,4 - High,my_glasses,
3822,1980,205,4 - High,scooby_doo_where_are_you,0.0
204,1980,205,4 - High,jeepers,
807,1980,205,4 - High,jinkies,
2616,1980,205,4 - High,groovy,0.0
205,1980,206,4 - High,jeepers,
1411,1980,206,4 - High,my_glasses,
3823,1980,206,4 - High,scooby_doo_where_are_you,0.0
2617,1980,206,4 - High,groovy,0.0
808,1980,206,4 - High,jinkies,
3220,1980,206,4 - High,zoinks,5.0
2014,1980,206,4 - High,just_about_wrapped_up,
4426,1980,206,4 - High,rooby_rooby_roo,1.0
4427,1980,207,4 - High,rooby_rooby_roo,1.0
3221,1980,207,4 - High,zoinks,1.0
1412,1980,207,4 - High,my_glasses,
2618,1980,207,4 - High,groovy,0.0
3824,1980,207,4 - High,scooby_doo_where_are_you,0.0
809,1980,207,4 - High,jinkies,
2015,1980,207,4 - High,just_about_wrapped_up,
206,1980,207,4 - High,jeepers,
3222,1980,208,4 - High,zoinks,1.0
2619,1980,208,4 - High,groovy,0.0
3825,1980,208,4 - High,scooby_doo_where_are_you,0.0
810,1980,208,4 - High,jinkies,
207,1980,208,4 - High,jeepers,
1413,1980,208,4 - High,my_glasses,
4428,1980,208,4 - High,rooby_rooby_roo,1.0
2016,1980,208,4 - High,just_about_wrapped_up,
3223,1980,209,4 - High,zoinks,5.0
208,1980,209,4 - High,jeepers,
1414,1980,209,4 - High,my_glasses,
4429,1980,209,4 - High,rooby_rooby_roo,1.0
811,1980,209,4 - High,jinkies,
2620,1980,209,4 - High,groovy,0.0
3826,1980,209,4 - High,scooby_doo_where_are_you,0.0
2017,1980,209,4 - High,just_about_wrapped_up,
2018,1980,210,4 - High,just_about_wrapped_up,
3827,1980,210,4 - High,scooby_doo_where_are_you,0.0
209,1980,210,4 - High,jeepers,
3224,1980,210,4 - High,zoinks,1.0
812,1980,210,4 - High,jinkies,
4430,1980,210,4 - High,rooby_rooby_roo,0.0
2621,1980,210,4 - High,groovy,0.0
1415,1980,210,4 - High,my_glasses,
3225,1980,211,4 - High,zoinks,4.0
4431,1980,211,4 - High,rooby_rooby_roo,0.0
2622,1980,211,4 - High,groovy,0.0
813,1980,211,4 - High,jinkies,
1416,1980,211,4 - High,my_glasses,
2019,1980,211,4 - High,just_about_wrapped_up,
3828,1980,211,4 - High,scooby_doo_where_are_you,0.0
210,1980,211,4 - High,jeepers,
3829,1980,212,4 - High,scooby_doo_where_are_you,0.0
1417,1980,212,4 - High,my_glasses,
2020,1980,212,4 - High,just_about_wrapped_up,
2623,1980,212,4 - High,groovy,0.0
211,1980,212,4 - High,jeepers,
814,1980,212,4 - High,jinkies,
3226,1980,212,4 - High,zoinks,3.0
4432,1980,212,4 - High,rooby_rooby_roo,1.0
2021,1980,213,4 - High,just_about_wrapped_up,
3227,1980,213,4 - High,zoinks,7.0
1418,1980,213,4 - High,my_glasses,
815,1980,213,4 - High,jinkies,
212,1980,213,4 - High,jeepers,
2624,1980,213,4 - High,groovy,0.0
4433,1980,213,4 - High,rooby_rooby_roo,1.0
3830,1980,213,4 - High,scooby_doo_where_are_you,0.0
2625,1980,214,4 - High,groovy,0.0
3228,1980,214,4 - High,zoinks,5.0
816,1980,214,4 - High,jinkies,
3831,1980,214,4 - High,scooby_doo_where_are_you,0.0
1419,1980,214,4 - High,my_glasses,
4434,1980,214,4 - High,rooby_rooby_roo,1.0
2022,1980,214,4 - High,just_about_wrapped_up,
213,1980,214,4 - High,jeepers,
1420,1980,215,4 - High,my_glasses,
2023,1980,215,4 - High,just_about_wrapped_up,
4435,1980,215,4 - High,rooby_rooby_roo,1.0
817,1980,215,4 - High,jinkies,
3229,1980,215,4 - High,zoinks,4.0
214,1980,215,4 - High,jeepers,
2626,1980,215,4 - High,groovy,0.0
3832,1980,215,4 - High,scooby_doo_where_are_you,0.0
2024,1980,216,4 - High,just_about_wrapped_up,
3230,1980,216,4 - High,zoinks,2.0
2627,1980,216,4 - High,groovy,0.0
818,1980,216,4 - High,jinkies,
1421,1980,216,4 - High,my_glasses,
3833,1980,216,4 - High,scooby_doo_where_are_you,0.0
4436,1980,216,4 - High,rooby_rooby_roo,0.0
215,1980,216,4 - High,jeepers,
216,1980,217,4 - High,jeepers,
819,1980,217,4 - High,jinkies,
2025,1980,217,4 - High,just_about_wrapped_up,
3834,1980,217,4 - High,scooby_doo_where_are_you,0.0
4437,1980,217,4 - High,rooby_rooby_roo,1.0
1422,1980,217,4 - High,my_glasses,
2628,1980,217,4 - High,groovy,0.0
3231,1980,217,4 - High,zoinks,3.0
1423,1980,218,4 - High,my_glasses,
4438,1980,218,4 - High,rooby_rooby_roo,1.0
3835,1980,218,4 - High,scooby_doo_where_are_you,0.0
820,1980,218,4 - High,jinkies,
3232,1980,218,4 - High,zoinks,2.0
2629,1980,218,4 - High,groovy,0.0
2026,1980,218,4 - High,just_about_wrapped_up,
217,1980,218,4 - High,jeepers,
2630,1980,219,4 - High,groovy,0.0
2027,1980,219,4 - High,just_about_wrapped_up,
4439,1980,219,4 - High,rooby_rooby_roo,1.0
218,1980,219,4 - High,jeepers,
3836,1980,219,4 - High,scooby_doo_where_are_you,0.0
821,1980,219,4 - High,jinkies,
