,decade,index,rank,catchphrase,count
4528,1980,308,4 - High,rooby_rooby_roo,0.0
3322,1980,308,4 - High,zoinks,26.0
2116,1980,308,4 - High,just_about_wrapped_up,
2719,1980,308,4 - High,groovy,0.0
1513,1980,308,4 - High,my_glasses,
307,1980,308,4 - High,jeepers,
3925,1980,308,4 - High,scooby_doo_where_are_you,0.0
910,1980,308,4 - High,jinkies,
1514,1980,309,5 - Very High,my_glasses,0.0
308,1980,309,5 - Very High,jeepers,0.0
3926,1980,309,5 - Very High,scooby_doo_where_are_you,0.0
911,1980,309,5 - Very High,jinkies,4.0
3323,1980,309,5 - Very High,zoinks,1.0
4529,1980,309,5 - Very High,rooby_rooby_roo,1.0
2720,1980,309,5 - Very High,groovy,0.0
2117,1980,309,5 - Very High,just_about_wrapped_up,0.0
3324,1980,310,5 - Very High,zoinks,2.0
2118,1980,310,5 - Very High,just_about_wrapped_up,0.0
912,1980,310,5 - Very High,jinkies,10.0
4530,1980,310,5 - Very High,rooby_rooby_roo,1.0
309,1980,310,5 - Very High,jeepers,0.0
2721,1980,310,5 - Very High,groovy,0.0
3927,1980,310,5 - Very High,scooby_doo_where_are_you,0.0
1515,1980,310,5 - Very High,my_glasses,0.0
3325,1980,311,4 - High,zoinks,1.0
2722,1980,311,4 - High,groovy,0.0
3928,1980,311,4 - High,scooby_doo_where_are_you,0.0
2119,1980,311,4 - High,just_about_wrapped_up,0.0
310,1980,311,4 - High,jeepers,0.0
913,1980,311,4 - High,jinkies,6.0
1516,1980,311,4 - High,my_glasses,0.0
4531,1980,311,4 - High,rooby_rooby_roo,1.0
3326,1980,312,5 - Very High,zoinks,2.0
311,1980,312,5 - Very High,jeepers,0.0
3929,1980,312,5 - Very High,scooby_doo_where_are_you,0.0
2723,1980,312,5 - Very High,groovy,0.0
2120,1980,312,5 - Very High,just_about_wrapped_up,0.0
4532,1980,312,5 - Very High,rooby_rooby_roo,1.0
914,1980,312,5 - Very High,jinkies,5.0
1517,1980,312,5 - Very High,my_glasses,0.0
3930,1980,313,4 - High,scooby_doo_where_are_you,0.0
3327,1980,313,4 - High,zoinks,1.0
2724,1980,313,4 - High,groovy,0.0
1518,1980,313,4 - High,my_glasses,
915,1980,313,4 - High,jinkies,
2121,1980,313,4 - High,just_about_wrapped_up,
312,1980,313,4 - High,jeepers,
4533,1980,313,4 - High,rooby_rooby_roo,1.0
2122,1980,314,4 - High,just_about_wrapped_up,0.0
2725,1980,314,4 - High,groovy,0.0
1519,1980,314,4 - High,my_glasses,0.0
916,1980,314,4 - High,jinkies,11.0
3931,1980,314,4 - High,scooby_doo_where_are_you,0.0
3328,1980,314,4 - High,zoinks,2.0
313,1980,314,4 - High,jeepers,0.0
4534,1980,314,4 - High,rooby_rooby_roo,1.0
3329,1980,315,4 - High,zoinks,1.0
1520,1980,315,4 - High,my_glasses,0.0
917,1980,315,4 - High,jinkies,6.0
4535,1980,315,4 - High,rooby_rooby_roo,1.0
2123,1980,315,4 - High,just_about_wrapped_up,0.0
314,1980,315,4 - High,jeepers,0.0
3932,1980,315,4 - High,scooby_doo_where_are_you,0.0
2726,1980,315,4 - High,groovy,0.0
918,1980,316,5 - Very High,jinkies,7.0
1521,1980,316,5 - Very High,my_glasses,0.0
3933,1980,316,5 - Very High,scooby_doo_where_are_you,0.0
2727,1980,316,5 - Very High,groovy,0.0
4536,1980,316,5 - Very High,rooby_rooby_roo,1.0
2124,1980,316,5 - Very High,just_about_wrapped_up,0.0
3330,1980,316,5 - Very High,zoinks,1.0
315,1980,316,5 - Very High,jeepers,0.0
4537,1980,317,5 - Very High,rooby_rooby_roo,1.0
3934,1980,317,5 - Very High,scooby_doo_where_are_you,2.0
919,1980,317,5 - Very High,jinkies,2.0
2125,1980,317,5 - Very High,just_about_wrapped_up,0.0
2728,1980,317,5 - Very High,groovy,0.0
1522,1980,317,5 - Very High,my_glasses,0.0
3331,1980,317,5 - Very High,zoinks,0.0
316,1980,317,5 - Very High,jeepers,0.0
2126,1980,318,5 - Very High,just_about_wrapped_up,0.0
1523,1980,318,5 - Very High,my_glasses,0.0
317,1980,318,5 - Very High,jeepers,0.0
3332,1980,318,5 - Very High,zoinks,0.0
4538,1980,318,5 - Very High,rooby_rooby_roo,1.0
3935,1980,318,5 - Very High,scooby_doo_where_are_you,0.0
2729,1980,318,5 - Very High,groovy,0.0
920,1980,318,5 - Very High,jinkies,3.0
3936,1980,319,5 - Very High,scooby_doo_where_are_you,0.0
921,1980,319,5 - Very High,jinkies,6.0
3333,1980,319,5 - Very High,zoinks,0.0
318,1980,319,5 - Very High,jeepers,0.0
4539,1980,319,5 - Very High,rooby_rooby_roo,1.0
2127,1980,319,5 - Very High,just_about_wrapped_up,0.0
2730,1980,319,5 - Very High,groovy,0.0
1524,1980,319,5 - Very High,my_glasses,0.0
922,1980,320,5 - Very High,jinkies,3.0
4540,1980,320,5 - Very High,rooby_rooby_roo,1.0
3334,1980,320,5 - Very High,zoinks,2.0
2128,1980,320,5 - Very High,just_about_wrapped_up,0.0
2731,1980,320,5 - Very High,groovy,0.0
1525,1980,320,5 - Very High,my_glasses,0.0
3937,1980,320,5 - Very High,scooby_doo_where_are_you,0.0
319,1980,320,5 - Very High,jeepers,0.0
3335,1980,321,5 - Very High,zoinks,0.0
923,1980,321,5 - Very High,jinkies,1.0
3938,1980,321,5 - Very High,scooby_doo_where_are_you,1.0
320,1980,321,5 - Very High,jeepers,0.0
4541,1980,321,5 - Very High,rooby_rooby_roo,1.0
2129,1980,321,5 - Very High,just_about_wrapped_up,0.0
2732,1980,321,5 - Very High,groovy,0.0
1526,1980,321,5 - Very High,my_glasses,0.0
3336,1980,322,5 - Very High,zoinks,0.0
4542,1980,322,5 - Very High,rooby_rooby_roo,1.0
1527,1980,322,5 - Very High,my_glasses,0.0
924,1980,322,5 - Very High,jinkies,8.0
321,1980,322,5 - Very High,jeepers,0.0
2733,1980,322,5 - Very High,groovy,0.0
2130,1980,322,5 - Very High,just_about_wrapped_up,0.0
3939,1980,322,5 - Very High,scooby_doo_where_are_you,0.0
2734,1980,323,4 - High,groovy,0.0
3940,1980,323,4 - High,scooby_doo_where_are_you,4.0
2131,1980,323,4 - High,just_about_wrapped_up,0.0
4543,1980,323,4 - High,rooby_rooby_roo,1.0
322,1980,323,4 - High,jeepers,0.0
3337,1980,323,4 - High,zoinks,1.0
1528,1980,323,4 - High,my_glasses,0.0
925,1980,323,4 - High,jinkies,5.0
4544,1980,324,5 - Very High,rooby_rooby_roo,1.0
3941,1980,324,5 - Very High,scooby_doo_where_are_you,1.0
2735,1980,324,5 - Very High,groovy,0.0
3338,1980,324,5 - Very High,zoinks,3.0
2132,1980,324,5 - Very High,just_about_wrapped_up,0.0
926,1980,324,5 - Very High,jinkies,6.0
1529,1980,324,5 - Very High,my_glasses,0.0
323,1980,324,5 - Very High,jeepers,0.0
324,1980,325,4 - High,jeepers,0.0
4545,1980,325,4 - High,rooby_rooby_roo,0.0
2133,1980,325,4 - High,just_about_wrapped_up,0.0
3339,1980,325,4 - High,zoinks,0.0
1530,1980,325,4 - High,my_glasses,0.0
2736,1980,325,4 - High,groovy,0.0
3942,1980,325,4 - High,scooby_doo_where_are_you,1.0
927,1980,325,4 - High,jinkies,2.0
4546,1980,326,4 - High,rooby_rooby_roo,1.0
325,1980,326,4 - High,jeepers,0.0
2134,1980,326,4 - High,just_about_wrapped_up,0.0
3340,1980,326,4 - High,zoinks,0.0
928,1980,326,4 - High,jinkies,6.0
3943,1980,326,4 - High,scooby_doo_where_are_you,1.0
1531,1980,326,4 - High,my_glasses,0.0
2737,1980,326,4 - High,groovy,0.0
929,1980,327,4 - High,jinkies,4.0
2738,1980,327,4 - High,groovy,0.0
3944,1980,327,4 - High,scooby_doo_where_are_you,1.0
3341,1980,327,4 - High,zoinks,2.0
4547,1980,327,4 - High,rooby_rooby_roo,1.0
326,1980,327,4 - High,jeepers,0.0
2135,1980,327,4 - High,just_about_wrapped_up,0.0
1532,1980,327,4 - High,my_glasses,0.0
3945,1980,328,4 - High,scooby_doo_where_are_you,0.0
3342,1980,328,4 - High,zoinks,1.0
1533,1980,328,4 - High,my_glasses,0.0
2136,1980,328,4 - High,just_about_wrapped_up,0.0
930,1980,328,4 - High,jinkies,6.0
2739,1980,328,4 - High,groovy,0.0
327,1980,328,4 - High,jeepers,0.0
4548,1980,328,4 - High,rooby_rooby_roo,1.0
328,1990,329,4 - High,jeepers,0.0
3343,1990,329,4 - High,zoinks,0.0
2740,1990,329,4 - High,groovy,0.0
931,1990,329,4 - High,jinkies,6.0
1534,1990,329,4 - High,my_glasses,0.0
2137,1990,329,4 - High,just_about_wrapped_up,0.0
3946,1990,329,4 - High,scooby_doo_where_are_you,0.0
4549,1990,329,4 - High,rooby_rooby_roo,1.0
2138,1990,330,3 - Moderate,just_about_wrapped_up,
2741,1990,330,3 - Moderate,groovy,0.0
329,1990,330,3 - Moderate,jeepers,
1535,1990,330,3 - Moderate,my_glasses,
3947,1990,330,3 - Moderate,scooby_doo_where_are_you,0.0
4550,1990,330,3 - Moderate,rooby_rooby_roo,1.0
3344,1990,330,3 - Moderate,zoinks,0.0
932,1990,330,3 - Moderate,jinkies,
4551,1990,331,3 - Moderate,rooby_rooby_roo,1.0
1536,1990,331,3 - Moderate,my_glasses,0.0
3345,1990,331,3 - Moderate,zoinks,2.0
933,1990,331,3 - Moderate,jinkies,3.0
2139,1990,331,3 - Moderate,just_about_wrapped_up,0.0
330,1990,331,3 - Moderate,jeepers,0.0
3948,1990,331,3 - Moderate,scooby_doo_where_are_you,0.0
2742,1990,331,3 - Moderate,groovy,0.0
2140,1990,332,3 - Moderate,just_about_wrapped_up,0.0
331,1990,332,3 - Moderate,jeepers,0.0
3346,1990,332,3 - Moderate,zoinks,2.0
1537,1990,332,3 - Moderate,my_glasses,0.0
934,1990,332,3 - Moderate,jinkies,3.0
2743,1990,332,3 - Moderate,groovy,0.0
3949,1990,332,3 - Moderate,scooby_doo_where_are_you,0.0
4552,1990,332,3 - Moderate,rooby_rooby_roo,1.0
2744,1990,333,4 - High,groovy,0.0
1538,1990,333,4 - High,my_glasses,0.0
935,1990,333,4 - High,jinkies,6.0
3950,1990,333,4 - High,scooby_doo_where_are_you,0.0
2141,1990,333,4 - High,just_about_wrapped_up,0.0
332,1990,333,4 - High,jeepers,0.0
4553,1990,333,4 - High,rooby_rooby_roo,1.0
3347,1990,333,4 - High,zoinks,1.0
4554,1990,334,2 - Low,rooby_rooby_roo,1.0
936,1990,334,2 - Low,jinkies,
1539,1990,334,2 - Low,my_glasses,
2142,1990,334,2 - Low,just_about_wrapped_up,
333,1990,334,2 - Low,jeepers,
2745,1990,334,2 - Low,groovy,0.0
3951,1990,334,2 - Low,scooby_doo_where_are_you,0.0
3348,1990,334,2 - Low,zoinks,2.0
3349,1990,335,6 - Top Tier,zoinks,5.0
1540,1990,335,6 - Top Tier,my_glasses,1.0
937,1990,335,6 - Top Tier,jinkies,2.0
4555,1990,335,6 - Top Tier,rooby_rooby_roo,1.0
2143,1990,335,6 - Top Tier,just_about_wrapped_up,0.0
2746,1990,335,6 - Top Tier,groovy,0.0
334,1990,335,6 - Top Tier,jeepers,0.0
3952,1990,335,6 - Top Tier,scooby_doo_where_are_you,0.0
1541,1990,336,5 - Very High,my_glasses,0.0
2747,1990,336,5 - Very High,groovy,2.0
3350,1990,336,5 - Very High,zoinks,14.0
4556,1990,336,5 - Very High,rooby_rooby_roo,0.0
938,1990,336,5 - Very High,jinkies,9.0
335,1990,336,5 - Very High,jeepers,1.0
2144,1990,336,5 - Very High,just_about_wrapped_up,0.0
3953,1990,336,5 - Very High,scooby_doo_where_are_you,1.0
3351,1990,337,4 - High,zoinks,6.0
4557,1990,337,4 - High,rooby_rooby_roo,1.0
939,1990,337,4 - High,jinkies,5.0
3954,1990,337,4 - High,scooby_doo_where_are_you,0.0
2145,1990,337,4 - High,just_about_wrapped_up,0.0
2748,1990,337,4 - High,groovy,1.0
336,1990,337,4 - High,jeepers,0.0
1542,1990,337,4 - High,my_glasses,1.0
2146,1990,338,4 - High,just_about_wrapped_up,0.0
337,1990,338,4 - High,jeepers,0.0
2749,1990,338,4 - High,groovy,0.0
3352,1990,338,4 - High,zoinks,2.0
940,1990,338,4 - High,jinkies,0.0
3955,1990,338,4 - High,scooby_doo_where_are_you,1.0
4558,1990,338,4 - High,rooby_rooby_roo,1.0
1543,1990,338,4 - High,my_glasses,1.0
3353,1990,339,4 - High,zoinks,6.0
2147,1990,339,4 - High,just_about_wrapped_up,0.0
3956,1990,339,4 - High,scooby_doo_where_are_you,0.0
941,1990,339,4 - High,jinkies,2.0
2750,1990,339,4 - High,groovy,14.0
338,1990,339,4 - High,jeepers,0.0
1544,1990,339,4 - High,my_glasses,0.0
4559,1990,339,4 - High,rooby_rooby_roo,2.0
1545,2000,340,4 - High,my_glasses,1.0
3957,2000,340,4 - High,scooby_doo_where_are_you,0.0
942,2000,340,4 - High,jinkies,7.0
3354,2000,340,4 - High,zoinks,9.0
2148,2000,340,4 - High,just_about_wrapped_up,0.0
339,2000,340,4 - High,jeepers,1.0
4560,2000,340,4 - High,rooby_rooby_roo,3.0
2751,2000,340,4 - High,groovy,1.0
3958,2000,341,4 - High,scooby_doo_where_are_you,0.0
3355,2000,341,4 - High,zoinks,2.0
1546,2000,341,4 - High,my_glasses,0.0
943,2000,341,4 - High,jinkies,1.0
4561,2000,341,4 - High,rooby_rooby_roo,1.0
340,2000,341,4 - High,jeepers,0.0
2752,2000,341,4 - High,groovy,0.0
2149,2000,341,4 - High,just_about_wrapped_up,0.0
2753,2000,342,3 - Moderate,groovy,2.0
2150,2000,342,3 - Moderate,just_about_wrapped_up,0.0
341,2000,342,3 - Moderate,jeepers,0.0
4562,2000,342,3 - Moderate,rooby_rooby_roo,3.0
1547,2000,342,3 - Moderate,my_glasses,2.0
944,2000,342,3 - Moderate,jinkies,7.0
3356,2000,342,3 - Moderate,zoinks,5.0
3959,2000,342,3 - Moderate,scooby_doo_where_are_you,2.0
2151,2000,343,5 - Very High,just_about_wrapped_up,0.0
2754,2000,343,5 - Very High,groovy,0.0
3960,2000,343,5 - Very High,scooby_doo_where_are_you,0.0
3357,2000,343,5 - Very High,zoinks,0.0
342,2000,343,5 - Very High,jeepers,0.0
4563,2000,343,5 - Very High,rooby_rooby_roo,0.0
945,2000,343,5 - Very High,jinkies,0.0
1548,2000,343,5 - Very High,my_glasses,0.0
1549,2000,344,5 - Very High,my_glasses,0.0
2755,2000,344,5 - Very High,groovy,0.0
946,2000,344,5 - Very High,jinkies,1.0
3358,2000,344,5 - Very High,zoinks,2.0
4564,2000,344,5 - Very High,rooby_rooby_roo,1.0
343,2000,344,5 - Very High,jeepers,3.0
2152,2000,344,5 - Very High,just_about_wrapped_up,0.0
3961,2000,344,5 - Very High,scooby_doo_where_are_you,0.0
1550,2000,345,4 - High,my_glasses,0.0
4565,2000,345,4 - High,rooby_rooby_roo,1.0
344,2000,345,4 - High,jeepers,1.0
3359,2000,345,4 - High,zoinks,1.0
947,2000,345,4 - High,jinkies,1.0
2153,2000,345,4 - High,just_about_wrapped_up,0.0
3962,2000,345,4 - High,scooby_doo_where_are_you,0.0
2756,2000,345,4 - High,groovy,0.0
2757,2000,346,5 - Very High,groovy,0.0
1551,2000,346,5 - Very High,my_glasses,0.0
948,2000,346,5 - Very High,jinkies,0.0
3963,2000,346,5 - Very High,scooby_doo_where_are_you,0.0
3360,2000,346,5 - Very High,zoinks,1.0
345,2000,346,5 - Very High,jeepers,1.0
2154,2000,346,5 - Very High,just_about_wrapped_up,1.0
4566,2000,346,5 - Very High,rooby_rooby_roo,1.0
4567,2000,347,5 - Very High,rooby_rooby_roo,1.0
346,2000,347,5 - Very High,jeepers,1.0
949,2000,347,5 - Very High,jinkies,2.0
2155,2000,347,5 - Very High,just_about_wrapped_up,0.0
1552,2000,347,5 - Very High,my_glasses,0.0
3964,2000,347,5 - Very High,scooby_doo_where_are_you,0.0
3361,2000,347,5 - Very High,zoinks,4.0
2758,2000,347,5 - Very High,groovy,0.0
4568,2000,348,5 - Very High,rooby_rooby_roo,1.0
347,2000,348,5 - Very High,jeepers,1.0
3362,2000,348,5 - Very High,zoinks,3.0
2156,2000,348,5 - Very High,just_about_wrapped_up,0.0
2759,2000,348,5 - Very High,groovy,0.0
3965,2000,348,5 - Very High,scooby_doo_where_are_you,0.0
1553,2000,348,5 - Very High,my_glasses,1.0
950,2000,348,5 - Very High,jinkies,1.0
2760,2000,349,5 - Very High,groovy,0.0
1554,2000,349,5 - Very High,my_glasses,0.0
3966,2000,349,5 - Very High,scooby_doo_where_are_you,0.0
3363,2000,349,5 - Very High,zoinks,1.0
951,2000,349,5 - Very High,jinkies,1.0
348,2000,349,5 - Very High,jeepers,1.0
4569,2000,349,5 - Very High,rooby_rooby_roo,1.0
2157,2000,349,5 - Very High,just_about_wrapped_up,0.0
4570,2000,350,5 - Very High,rooby_rooby_roo,1.0
2761,2000,350,5 - Very High,groovy,0.0
3364,2000,350,5 - Very High,zoinks,0.0
349,2000,350,5 - Very High,jeepers,0.0
952,2000,350,5 - Very High,jinkies,1.0
2158,2000,350,5 - Very High,just_about_wrapped_up,0.0
1555,2000,350,5 - Very High,my_glasses,0.0
3967,2000,350,5 - Very High,scooby_doo_where_are_you,0.0
2762,2000,351,4 - High,groovy,0.0
3365,2000,351,4 - High,zoinks,2.0
1556,2000,351,4 - High,my_glasses,0.0
953,2000,351,4 - High,jinkies,1.0
350,2000,351,4 - High,jeepers,0.0
3968,2000,351,4 - High,scooby_doo_where_are_you,1.0
2159,2000,351,4 - High,just_about_wrapped_up,0.0
4571,2000,351,4 - High,rooby_rooby_roo,1.0
4572,2000,352,4 - High,rooby_rooby_roo,1.0
954,2000,352,4 - High,jinkies,2.0
2160,2000,352,4 - High,just_about_wrapped_up,0.0
351,2000,352,4 - High,jeepers,4.0
3366,2000,352,4 - High,zoinks,2.0
2763,2000,352,4 - High,groovy,0.0
1557,2000,352,4 - High,my_glasses,1.0
3969,2000,352,4 - High,scooby_doo_where_are_you,0.0
955,2000,353,5 - Very High,jinkies,1.0
1558,2000,353,5 - Very High,my_glasses,0.0
2764,2000,353,5 - Very High,groovy,0.0
352,2000,353,5 - Very High,jeepers,2.0
2161,2000,353,5 - Very High,just_about_wrapped_up,0.0
3367,2000,353,5 - Very High,zoinks,2.0
4573,2000,353,5 - Very High,rooby_rooby_roo,1.0
3970,2000,353,5 - Very High,scooby_doo_where_are_you,0.0
2162,2000,354,5 - Very High,just_about_wrapped_up,0.0
3971,2000,354,5 - Very High,scooby_doo_where_are_you,0.0
4574,2000,354,5 - Very High,rooby_rooby_roo,1.0
1559,2000,354,5 - Very High,my_glasses,0.0
3368,2000,354,5 - Very High,zoinks,2.0
956,2000,354,5 - Very High,jinkies,0.0
353,2000,354,5 - Very High,jeepers,1.0
2765,2000,354,5 - Very High,groovy,0.0
4575,2000,355,5 - Very High,rooby_rooby_roo,1.0
2766,2000,355,5 - Very High,groovy,0.0
957,2000,355,5 - Very High,jinkies,1.0
354,2000,355,5 - Very High,jeepers,0.0
1560,2000,355,5 - Very High,my_glasses,0.0
2163,2000,355,5 - Very High,just_about_wrapped_up,0.0
3972,2000,355,5 - Very High,scooby_doo_where_are_you,0.0
3369,2000,355,5 - Very High,zoinks,0.0
2164,2000,356,4 - High,just_about_wrapped_up,0.0
2767,2000,356,4 - High,groovy,0.0
4576,2000,356,4 - High,rooby_rooby_roo,0.0
958,2000,356,4 - High,jinkies,0.0
355,2000,356,4 - High,jeepers,1.0
3370,2000,356,4 - High,zoinks,4.0
3973,2000,356,4 - High,scooby_doo_where_are_you,0.0
1561,2000,356,4 - High,my_glasses,0.0
4577,2000,357,4 - High,rooby_rooby_roo,1.0
3974,2000,357,4 - High,scooby_doo_where_are_you,0.0
3371,2000,357,4 - High,zoinks,8.0
1562,2000,357,4 - High,my_glasses,1.0
2768,2000,357,4 - High,groovy,0.0
959,2000,357,4 - High,jinkies,2.0
2165,2000,357,4 - High,just_about_wrapped_up,0.0
356,2000,357,4 - High,jeepers,1.0
357,2000,358,4 - High,jeepers,1.0
3975,2000,358,4 - High,scooby_doo_where_are_you,0.0
2166,2000,358,4 - High,just_about_wrapped_up,1.0
2769,2000,358,4 - High,groovy,0.0
1563,2000,358,4 - High,my_glasses,0.0
960,2000,358,4 - High,jinkies,0.0
4578,2000,358,4 - High,rooby_rooby_roo,1.0
3372,2000,358,4 - High,zoinks,1.0
4579,2000,359,4 - High,rooby_rooby_roo,1.0
2770,2000,359,4 - High,groovy,0.0
358,2000,359,4 - High,jeepers,1.0
3373,2000,359,4 - High,zoinks,3.0
2167,2000,359,4 - High,just_about_wrapped_up,0.0
1564,2000,359,4 - High,my_glasses,0.0
961,2000,359,4 - High,jinkies,2.0
3976,2000,359,4 - High,scooby_doo_where_are_you,0.0
3977,2000,360,5 - Very High,scooby_doo_where_are_you,0.0
2168,2000,360,5 - Very High,just_about_wrapped_up,0.0
962,2000,360,5 - Very High,jinkies,1.0
2771,2000,360,5 - Very High,groovy,0.0
359,2000,360,5 - Very High,jeepers,0.0
1565,2000,360,5 - Very High,my_glasses,0.0
4580,2000,360,5 - Very High,rooby_rooby_roo,0.0
3374,2000,360,5 - Very High,zoinks,1.0
2169,2000,361,4 - High,just_about_wrapped_up,0.0
360,2000,361,4 - High,jeepers,1.0
3375,2000,361,4 - High,zoinks,2.0
963,2000,361,4 - High,jinkies,2.0
4581,2000,361,4 - High,rooby_rooby_roo,1.0
1566,2000,361,4 - High,my_glasses,0.0
3978,2000,361,4 - High,scooby_doo_where_are_you,0.0
2772,2000,361,4 - High,groovy,0.0
4582,2000,362,3 - Moderate,rooby_rooby_roo,1.0
3376,2000,362,3 - Moderate,zoinks,2.0
964,2000,362,3 - Moderate,jinkies,4.0
1567,2000,362,3 - Moderate,my_glasses,0.0
3979,2000,362,3 - Moderate,scooby_doo_where_are_you,0.0
2773,2000,362,3 - Moderate,groovy,0.0
361,2000,362,3 - Moderate,jeepers,0.0
2170,2000,362,3 - Moderate,just_about_wrapped_up,0.0
2774,2000,363,5 - Very High,groovy,0.0
2171,2000,363,5 - Very High,just_about_wrapped_up,1.0
3377,2000,363,5 - Very High,zoinks,0.0
3980,2000,363,5 - Very High,scooby_doo_where_are_you,0.0
1568,2000,363,5 - Very High,my_glasses,0.0
362,2000,363,5 - Very High,jeepers,1.0
965,2000,363,5 - Very High,jinkies,0.0
4583,2000,363,5 - Very High,rooby_rooby_roo,1.0
3981,2000,364,4 - High,scooby_doo_where_are_you,0.0
2172,2000,364,4 - High,just_about_wrapped_up,1.0
1569,2000,364,4 - High,my_glasses,1.0
3378,2000,364,4 - High,zoinks,0.0
2775,2000,364,4 - High,groovy,0.0
4584,2000,364,4 - High,rooby_rooby_roo,1.0
966,2000,364,4 - High,jinkies,0.0
363,2000,364,4 - High,jeepers,0.0
364,2000,365,5 - Very High,jeepers,1.0
2776,2000,365,5 - Very High,groovy,0.0
4585,2000,365,5 - Very High,rooby_rooby_roo,1.0
1570,2000,365,5 - Very High,my_glasses,0.0
967,2000,365,5 - Very High,jinkies,2.0
2173,2000,365,5 - Very High,just_about_wrapped_up,0.0
3379,2000,365,5 - Very High,zoinks,1.0
3982,2000,365,5 - Very High,scooby_doo_where_are_you,1.0
2777,2000,366,4 - High,groovy,0.0
2174,2000,366,4 - High,just_about_wrapped_up,0.0
4586,2000,366,4 - High,rooby_rooby_roo,1.0
365,2000,366,4 - High,jeepers,0.0
3380,2000,366,4 - High,zoinks,1.0
3983,2000,366,4 - High,scooby_doo_where_are_you,1.0
968,2000,366,4 - High,jinkies,1.0
1571,2000,366,4 - High,my_glasses,0.0
366,2000,367,4 - High,jeepers,0.0
3381,2000,367,4 - High,zoinks,0.0
2778,2000,367,4 - High,groovy,0.0
1572,2000,367,4 - High,my_glasses,0.0
2175,2000,367,4 - High,just_about_wrapped_up,0.0
3984,2000,367,4 - High,scooby_doo_where_are_you,0.0
4587,2000,367,4 - High,rooby_rooby_roo,1.0
969,2000,367,4 - High,jinkies,1.0
970,2000,368,5 - Very High,jinkies,0.0
3985,2000,368,5 - Very High,scooby_doo_where_are_you,0.0
1573,2000,368,5 - Very High,my_glasses,0.0
2779,2000,368,5 - Very High,groovy,0.0
4588,2000,368,5 - Very High,rooby_rooby_roo,0.0
3382,2000,368,5 - Very High,zoinks,1.0
367,2000,368,5 - Very High,jeepers,1.0
2176,2000,368,5 - Very High,just_about_wrapped_up,0.0
4589,2000,369,5 - Very High,rooby_rooby_roo,0.0
368,2000,369,5 - Very High,jeepers,0.0
3986,2000,369,5 - Very High,scooby_doo_where_are_you,0.0
2177,2000,369,5 - Very High,just_about_wrapped_up,0.0
971,2000,369,5 - Very High,jinkies,0.0
2780,2000,369,5 - Very High,groovy,0.0
1574,2000,369,5 - Very High,my_glasses,0.0
3383,2000,369,5 - Very High,zoinks,2.0
4590,2000,370,5 - Very High,rooby_rooby_roo,1.0
1575,2000,370,5 - Very High,my_glasses,1.0
3987,2000,370,5 - Very High,scooby_doo_where_are_you,0.0
972,2000,370,5 - Very High,jinkies,0.0
369,2000,370,5 - Very High,jeepers,0.0
2178,2000,370,5 - Very High,just_about_wrapped_up,0.0
2781,2000,370,5 - Very High,groovy,0.0
3384,2000,370,5 - Very High,zoinks,2.0
973,2000,371,4 - High,jinkies,1.0
4591,2000,371,4 - High,rooby_rooby_roo,0.0
370,2000,371,4 - High,jeepers,0.0
2179,2000,371,4 - High,just_about_wrapped_up,0.0
3385,2000,371,4 - High,zoinks,2.0
3988,2000,371,4 - High,scooby_doo_where_are_you,0.0
1576,2000,371,4 - High,my_glasses,0.0
2782,2000,371,4 - High,groovy,0.0
4592,2000,372,4 - High,rooby_rooby_roo,1.0
974,2000,372,4 - High,jinkies,1.0
2180,2000,372,4 - High,just_about_wrapped_up,0.0
2783,2000,372,4 - High,groovy,0.0
3989,2000,372,4 - High,scooby_doo_where_are_you,0.0
3386,2000,372,4 - High,zoinks,2.0
371,2000,372,4 - High,jeepers,1.0
1577,2000,372,4 - High,my_glasses,0.0
3990,2000,373,2 - Low,scooby_doo_where_are_you,0.0
2181,2000,373,2 - Low,just_about_wrapped_up,0.0
975,2000,373,2 - Low,jinkies,3.0
372,2000,373,2 - Low,jeepers,0.0
3387,2000,373,2 - Low,zoinks,4.0
2784,2000,373,2 - Low,groovy,0.0
4593,2000,373,2 - Low,rooby_rooby_roo,4.0
1578,2000,373,2 - Low,my_glasses,1.0
3991,2000,374,4 - High,scooby_doo_where_are_you,0.0
2785,2000,374,4 - High,groovy,0.0
976,2000,374,4 - High,jinkies,0.0
4594,2000,374,4 - High,rooby_rooby_roo,1.0
2182,2000,374,4 - High,just_about_wrapped_up,0.0
3388,2000,374,4 - High,zoinks,1.0
1579,2000,374,4 - High,my_glasses,0.0
373,2000,374,4 - High,jeepers,0.0
4595,2000,375,4 - High,rooby_rooby_roo,1.0
977,2000,375,4 - High,jinkies,6.0
2183,2000,375,4 - High,just_about_wrapped_up,0.0
3992,2000,375,4 - High,scooby_doo_where_are_you,0.0
1580,2000,375,4 - High,my_glasses,0.0
3389,2000,375,4 - High,zoinks,13.0
374,2000,375,4 - High,jeepers,4.0
2786,2000,375,4 - High,groovy,1.0
3390,2000,376,5 - Very High,zoinks,2.0
375,2000,376,5 - Very High,jeepers,1.0
4596,2000,376,5 - Very High,rooby_rooby_roo,1.0
978,2000,376,5 - Very High,jinkies,0.0
3993,2000,376,5 - Very High,scooby_doo_where_are_you,0.0
2184,2000,376,5 - Very High,just_about_wrapped_up,0.0
2787,2000,376,5 - Very High,groovy,0.0
1581,2000,376,5 - Very High,my_glasses,0.0
