,Unnamed: 0,decade,index,rank,catchphrase,count
1181,750,1970,148,4 - High,jinkies,1.0
1182,3765,1970,148,4 - High,scooby_doo_where_are_you,0.0
1183,3162,1970,148,4 - High,zoinks,2.0
1184,3766,1970,149,5 - Very High,scooby_doo_where_are_you,0.0
1185,148,1970,149,5 - Very High,jeepers,0.0
1186,1957,1970,149,5 - Very High,just_about_wrapped_up,0.0
1187,751,1970,149,5 - Very High,jinkies,3.0
1188,2560,1970,149,5 - Very High,groovy,0.0
1189,3163,1970,149,5 - Very High,zoinks,6.0
1190,4369,1970,149,5 - Very High,rooby_rooby_roo,1.0
1191,1354,1970,149,5 - Very High,my_glasses,0.0
1192,4370,1970,150,5 - Very High,rooby_rooby_roo,1.0
1193,3767,1970,150,5 - Very High,scooby_doo_where_are_you,0.0
1194,3164,1970,150,5 - Very High,zoinks,3.0
1195,2561,1970,150,5 - Very High,groovy,0.0
1196,1355,1970,150,5 - Very High,my_glasses,0.0
1197,149,1970,150,5 - Very High,jeepers,0.0
1198,1958,1970,150,5 - Very High,just_about_wrapped_up,0.0
1199,752,1970,150,5 - Very High,jinkies,3.0
1200,150,1970,151,4 - High,jeepers,2.0
1201,1959,1970,151,4 - High,just_about_wrapped_up,0.0
1202,3165,1970,151,4 - High,zoinks,5.0
1203,753,1970,151,4 - High,jinkies,1.0
1204,3768,1970,151,4 - High,scooby_doo_where_are_you,0.0
1205,4371,1970,151,4 - High,rooby_rooby_roo,1.0
1206,2562,1970,151,4 - High,groovy,0.0
1207,1356,1970,151,4 - High,my_glasses,0.0
1208,754,1970,152,5 - Very High,jinkies,2.0
1209,3769,1970,152,5 - Very High,scooby_doo_where_are_you,0.0
1210,1357,1970,152,5 - Very High,my_glasses,0.0
1211,3166,1970,152,5 - Very High,zoinks,2.0
1212,1960,1970,152,5 - Very High,just_about_wrapped_up,0.0
1213,151,1970,152,5 - Very High,jeepers,2.0
1214,4372,1970,152,5 - Very High,rooby_rooby_roo,1.0
1215,2563,1970,152,5 - Very High,groovy,0.0
1216,3770,1970,153,3 - Moderate,scooby_doo_where_are_you,0.0
1217,3167,1970,153,3 - Moderate,zoinks,2.0
1218,4373,1970,153,3 - Moderate,rooby_rooby_roo,1.0
1219,1961,1970,153,3 - Moderate,just_about_wrapped_up,0.0
1220,152,1970,153,3 - Moderate,jeepers,0.0
1221,755,1970,153,3 - Moderate,jinkies,3.0
1222,1358,1970,153,3 - Moderate,my_glasses,0.0
1223,2564,1970,153,3 - Moderate,groovy,0.0
1224,1359,1970,154,5 - Very High,my_glasses,0.0
1225,4374,1970,154,5 - Very High,rooby_rooby_roo,1.0
1226,2565,1970,154,5 - Very High,groovy,0.0
1227,153,1970,154,5 - Very High,jeepers,0.0
1228,1962,1970,154,5 - Very High,just_about_wrapped_up,0.0
1229,3771,1970,154,5 - Very High,scooby_doo_where_are_you,0.0
1230,756,1970,154,5 - Very High,jinkies,5.0
1231,3168,1970,154,5 - Very High,zoinks,8.0
1232,2566,1970,155,4 - High,groovy,0.0
1233,4375,1970,155,4 - High,rooby_rooby_roo,1.0
1234,154,1970,155,4 - High,jeepers,3.0
1235,3169,1970,155,4 - High,zoinks,2.0
1236,3772,1970,155,4 - High,scooby_doo_where_are_you,0.0
1237,1360,1970,155,4 - High,my_glasses,0.0
1238,1963,1970,155,4 - High,just_about_wrapped_up,0.0
1239,757,1970,155,4 - High,jinkies,2.0
1240,758,1970,156,5 - Very High,jinkies,5.0
1241,3170,1970,156,5 - Very High,zoinks,4.0
1242,155,1970,156,5 - Very High,jeepers,0.0
1243,3773,1970,156,5 - Very High,scooby_doo_where_are_you,0.0
1244,2567,1970,156,5 - Very High,groovy,0.0
1245,1964,1970,156,5 - Very High,just_about_wrapped_up,0.0
1246,1361,1970,156,5 - Very High,my_glasses,0.0
1247,4376,1970,156,5 - Very High,rooby_rooby_roo,1.0
1248,3171,1970,157,3 - Moderate,zoinks,3.0
1249,2568,1970,157,3 - Moderate,groovy,0.0
1250,1362,1970,157,3 - Moderate,my_glasses,0.0
1251,156,1970,157,3 - Moderate,jeepers,0.0
1252,3774,1970,157,3 - Moderate,scooby_doo_where_are_you,0.0
1253,759,1970,157,3 - Moderate,jinkies,0.0
1254,1965,1970,157,3 - Moderate,just_about_wrapped_up,0.0
1255,4377,1970,157,3 - Moderate,rooby_rooby_roo,0.0
1256,3775,1970,158,4 - High,scooby_doo_where_are_you,0.0
1257,2569,1970,158,4 - High,groovy,0.0
1258,3172,1970,158,4 - High,zoinks,1.0
1259,1966,1970,158,4 - High,just_about_wrapped_up,
1260,760,1970,158,4 - High,jinkies,
1261,4378,1970,158,4 - High,rooby_rooby_roo,1.0
1262,1363,1970,158,4 - High,my_glasses,
1263,157,1970,158,4 - High,jeepers,
1264,1364,1970,159,4 - High,my_glasses,
1265,4379,1970,159,4 - High,rooby_rooby_roo,1.0
1266,761,1970,159,4 - High,jinkies,
1267,1967,1970,159,4 - High,just_about_wrapped_up,
1268,158,1970,159,4 - High,jeepers,
1269,3776,1970,159,4 - High,scooby_doo_where_are_you,0.0
1270,3173,1970,159,4 - High,zoinks,3.0
1271,2570,1970,159,4 - High,groovy,0.0
1272,2571,1970,160,4 - High,groovy,0.0
1273,3777,1970,160,4 - High,scooby_doo_where_are_you,0.0
1274,1968,1970,160,4 - High,just_about_wrapped_up,
1275,3174,1970,160,4 - High,zoinks,0.0
1276,1365,1970,160,4 - High,my_glasses,
1277,159,1970,160,4 - High,jeepers,
1278,762,1970,160,4 - High,jinkies,
1279,4380,1970,160,4 - High,rooby_rooby_roo,1.0
1280,3778,1970,161,4 - High,scooby_doo_where_are_you,0.0
1281,763,1970,161,4 - High,jinkies,
1282,4381,1970,161,4 - High,rooby_rooby_roo,0.0
1283,1366,1970,161,4 - High,my_glasses,
1284,3175,1970,161,4 - High,zoinks,3.0
1285,1969,1970,161,4 - High,just_about_wrapped_up,
1286,2572,1970,161,4 - High,groovy,0.0
1287,160,1970,161,4 - High,jeepers,
1288,4382,1970,162,4 - High,rooby_rooby_roo,1.0
1289,764,1970,162,4 - High,jinkies,
1290,3779,1970,162,4 - High,scooby_doo_where_are_you,0.0
1291,1367,1970,162,4 - High,my_glasses,
1292,1970,1970,162,4 - High,just_about_wrapped_up,
1293,3176,1970,162,4 - High,zoinks,2.0
1294,161,1970,162,4 - High,jeepers,
1295,2573,1970,162,4 - High,groovy,0.0
1296,765,1970,163,4 - High,jinkies,
1297,1368,1970,163,4 - High,my_glasses,
1298,162,1970,163,4 - High,jeepers,
1299,1971,1970,163,4 - High,just_about_wrapped_up,
1300,4383,1970,163,4 - High,rooby_rooby_roo,0.0
1301,3177,1970,163,4 - High,zoinks,3.0
1302,2574,1970,163,4 - High,groovy,0.0
1303,3780,1970,163,4 - High,scooby_doo_where_are_you,1.0
1304,2575,1970,164,4 - High,groovy,0.0
1305,3781,1970,164,4 - High,scooby_doo_where_are_you,0.0
1306,3178,1970,164,4 - High,zoinks,7.0
1307,1972,1970,164,4 - High,just_about_wrapped_up,
1308,163,1970,164,4 - High,jeepers,
1309,4384,1970,164,4 - High,rooby_rooby_roo,1.0
1310,766,1970,164,4 - High,jinkies,
1311,1369,1970,164,4 - High,my_glasses,
1312,4385,1970,165,4 - High,rooby_rooby_roo,1.0
1313,1370,1970,165,4 - High,my_glasses,
1314,1973,1970,165,4 - High,just_about_wrapped_up,
1315,767,1970,165,4 - High,jinkies,
1316,164,1970,165,4 - High,jeepers,
1317,3179,1970,165,4 - High,zoinks,4.0
1318,2576,1970,165,4 - High,groovy,0.0
1319,3782,1970,165,4 - High,scooby_doo_where_are_you,0.0
1320,768,1970,166,4 - High,jinkies,
1321,165,1970,166,4 - High,jeepers,
1322,1371,1970,166,4 - High,my_glasses,
1323,3180,1970,166,4 - High,zoinks,4.0
1324,1974,1970,166,4 - High,just_about_wrapped_up,
1325,4386,1970,166,4 - High,rooby_rooby_roo,1.0
1326,2577,1970,166,4 - High,groovy,0.0
1327,3783,1970,166,4 - High,scooby_doo_where_are_you,0.0
1328,3784,1970,167,4 - High,scooby_doo_where_are_you,0.0
1329,769,1970,167,4 - High,jinkies,
1330,1372,1970,167,4 - High,my_glasses,
1331,3181,1970,167,4 - High,zoinks,3.0
1332,1975,1970,167,4 - High,just_about_wrapped_up,
1333,166,1970,167,4 - High,jeepers,
1334,4387,1970,167,4 - High,rooby_rooby_roo,1.0
1335,2578,1970,167,4 - High,groovy,0.0
1336,1976,1970,168,4 - High,just_about_wrapped_up,
1337,3785,1970,168,4 - High,scooby_doo_where_are_you,0.0
1338,167,1970,168,4 - High,jeepers,
1339,770,1970,168,4 - High,jinkies,
1340,4388,1970,168,4 - High,rooby_rooby_roo,1.0
1341,1373,1970,168,4 - High,my_glasses,
1342,2579,1970,168,4 - High,groovy,0.0
1343,3182,1970,168,4 - High,zoinks,1.0
1344,3786,1970,169,4 - High,scooby_doo_where_are_you,0.0
1345,168,1970,169,4 - High,jeepers,
1346,4389,1970,169,4 - High,rooby_rooby_roo,1.0
1347,1374,1970,169,4 - High,my_glasses,
1348,1977,1970,169,4 - High,just_about_wrapped_up,
1349,3183,1970,169,4 - High,zoinks,2.0
1350,771,1970,169,4 - High,jinkies,
1351,2580,1970,169,4 - High,groovy,0.0
1352,4390,1970,170,4 - High,rooby_rooby_roo,0.0
1353,772,1970,170,4 - High,jinkies,
1354,3787,1970,170,4 - High,scooby_doo_where_are_you,0.0
1355,3184,1970,170,4 - High,zoinks,0.0
1356,1375,1970,170,4 - High,my_glasses,
1357,169,1970,170,4 - High,jeepers,
1358,2581,1970,170,4 - High,groovy,0.0
1359,1978,1970,170,4 - High,just_about_wrapped_up,
1360,1376,1970,171,4 - High,my_glasses,
1361,3185,1970,171,4 - High,zoinks,2.0
1362,3788,1970,171,4 - High,scooby_doo_where_are_you,0.0
1363,4391,1970,171,4 - High,rooby_rooby_roo,1.0
1364,2582,1970,171,4 - High,groovy,0.0
1365,170,1970,171,4 - High,jeepers,
1366,1979,1970,171,4 - High,just_about_wrapped_up,
1367,773,1970,171,4 - High,jinkies,
1368,2583,1970,172,4 - High,groovy,0.0
1369,3186,1970,172,4 - High,zoinks,0.0
1370,1980,1970,172,4 - High,just_about_wrapped_up,
1371,1377,1970,172,4 - High,my_glasses,
1372,171,1970,172,4 - High,jeepers,
1373,4392,1970,172,4 - High,rooby_rooby_roo,1.0
1374,3789,1970,172,4 - High,scooby_doo_where_are_you,0.0
1375,774,1970,172,4 - High,jinkies,
1376,3790,1970,173,4 - High,scooby_doo_where_are_you,0.0
1377,2584,1970,173,4 - High,groovy,0.0
1378,4393,1970,173,4 - High,rooby_rooby_roo,0.0
1379,3187,1970,173,4 - High,zoinks,4.0
1380,1981,1970,173,4 - High,just_about_wrapped_up,
1381,172,1970,173,4 - High,jeepers,
1382,775,1970,173,4 - High,jinkies,
1383,1378,1970,173,4 - High,my_glasses,
1384,3188,1970,174,4 - High,zoinks,4.0
1385,173,1970,174,4 - High,jeepers,
1386,776,1970,174,4 - High,jinkies,
1387,1982,1970,174,4 - High,just_about_wrapped_up,
1388,2585,1970,174,4 - High,groovy,0.0
1389,4394,1970,174,4 - High,rooby_rooby_roo,1.0
1390,3791,1970,174,4 - High,scooby_doo_where_are_you,0.0
1391,1379,1970,174,4 - High,my_glasses,
1392,3189,1970,175,4 - High,zoinks,1.0
1393,3792,1970,175,4 - High,scooby_doo_where_are_you,0.0
1394,174,1970,175,4 - High,jeepers,
1395,2586,1970,175,4 - High,groovy,0.0
1396,777,1970,175,4 - High,jinkies,
1397,1380,1970,175,4 - High,my_glasses,
1398,4395,1970,175,4 - High,rooby_rooby_roo,1.0
1399,1983,1970,175,4 - High,just_about_wrapped_up,
1400,4396,1970,176,4 - High,rooby_rooby_roo,1.0
1401,3793,1970,176,4 - High,scooby_doo_where_are_you,0.0
1402,2587,1970,176,4 - High,groovy,0.0
1403,175,1970,176,4 - High,jeepers,
1404,778,1970,176,4 - High,jinkies,
1405,1381,1970,176,4 - High,my_glasses,
1406,3190,1970,176,4 - High,zoinks,1.0
1407,1984,1970,176,4 - High,just_about_wrapped_up,
1408,1382,1970,177,4 - High,my_glasses,
1409,779,1970,177,4 - High,jinkies,
1410,2588,1970,177,4 - High,groovy,0.0
1411,3794,1970,177,4 - High,scooby_doo_where_are_you,0.0
1412,1985,1970,177,4 - High,just_about_wrapped_up,
1413,4397,1970,177,4 - High,rooby_rooby_roo,0.0
1414,3191,1970,177,4 - High,zoinks,3.0
1415,176,1970,177,4 - High,jeepers,
1416,780,1970,178,4 - High,jinkies,
1417,3795,1970,178,4 - High,scooby_doo_where_are_you,0.0
1418,177,1970,178,4 - High,jeepers,
1419,2589,1970,178,4 - High,groovy,0.0
1420,3192,1970,178,4 - High,zoinks,2.0
1421,1383,1970,178,4 - High,my_glasses,
1422,1986,1970,178,4 - High,just_about_wrapped_up,
1423,4398,1970,178,4 - High,rooby_rooby_roo,1.0
1424,3193,1970,179,4 - High,zoinks,1.0
1425,1987,1970,179,4 - High,just_about_wrapped_up,
1426,178,1970,179,4 - High,jeepers,
1427,1384,1970,179,4 - High,my_glasses,
1428,2590,1970,179,4 - High,groovy,0.0
1429,4399,1970,179,4 - High,rooby_rooby_roo,1.0
1430,781,1970,179,4 - High,jinkies,
1431,3796,1970,179,4 - High,scooby_doo_where_are_you,0.0
1432,3797,1970,180,4 - High,scooby_doo_where_are_you,0.0
1433,1385,1970,180,4 - High,my_glasses,
1434,1988,1970,180,4 - High,just_about_wrapped_up,
1435,2591,1970,180,4 - High,groovy,0.0
1436,4400,1970,180,4 - High,rooby_rooby_roo,1.0
1437,782,1970,180,4 - High,jinkies,
1438,179,1970,180,4 - High,jeepers,
1439,3194,1970,180,4 - High,zoinks,3.0
1440,1989,1970,181,4 - High,just_about_wrapped_up,
1441,4401,1970,181,4 - High,rooby_rooby_roo,1.0
1442,783,1970,181,4 - High,jinkies,
1443,180,1970,181,4 - High,jeepers,
1444,3195,1970,181,4 - High,zoinks,5.0
1445,2592,1970,181,4 - High,groovy,0.0
1446,3798,1970,181,4 - High,scooby_doo_where_are_you,0.0
1447,1386,1970,181,4 - High,my_glasses,
1448,181,1980,182,4 - High,jeepers,
1449,3196,1980,182,4 - High,zoinks,1.0
1450,784,1980,182,4 - High,jinkies,
1451,4402,1980,182,4 - High,rooby_rooby_roo,1.0
1452,2593,1980,182,4 - High,groovy,0.0
1453,1990,1980,182,4 - High,just_about_wrapped_up,
1454,3799,1980,182,4 - High,scooby_doo_where_are_you,0.0
1455,1387,1980,182,4 - High,my_glasses,
1456,182,1980,183,4 - High,jeepers,
1457,785,1980,183,4 - High,jinkies,
1458,4403,1980,183,4 - High,rooby_rooby_roo,1.0
1459,2594,1980,183,4 - High,groovy,0.0
1460,1388,1980,183,4 - High,my_glasses,
1461,1991,1980,183,4 - High,just_about_wrapped_up,
1462,3800,1980,183,4 - High,scooby_doo_where_are_you,0.0
1463,3197,1980,183,4 - High,zoinks,1.0
1464,183,1980,184,4 - High,jeepers,
1465,2595,1980,184,4 - High,groovy,0.0
1466,4404,1980,184,4 - High,rooby_rooby_roo,0.0
1467,1992,1980,184,4 - High,just_about_wrapped_up,
1468,1389,1980,184,4 - High,my_glasses,
1469,3198,1980,184,4 - High,zoinks,2.0
1470,786,1980,184,4 - High,jinkies,
1471,3801,1980,184,4 - High,scooby_doo_where_are_you,0.0
1472,184,1980,185,4 - High,jeepers,
1473,1390,1980,185,4 - High,my_glasses,
1474,2596,1980,185,4 - High,groovy,0.0
1475,1993,1980,185,4 - High,just_about_wrapped_up,
1476,4405,1980,185,4 - High,rooby_rooby_roo,1.0
1477,3802,1980,185,4 - High,scooby_doo_where_are_you,0.0
1478,787,1980,185,4 - High,jinkies,
1479,3199,1980,185,4 - High,zoinks,3.0
1480,185,1980,186,4 - High,jeepers,
1481,3803,1980,186,4 - High,scooby_doo_where_are_you,0.0
1482,2597,1980,186,4 - High,groovy,0.0
1483,3200,1980,186,4 - High,zoinks,1.0
1484,788,1980,186,4 - High,jinkies,
1485,1994,1980,186,4 - High,just_about_wrapped_up,
1486,1391,1980,186,4 - High,my_glasses,
1487,4406,1980,186,4 - High,rooby_rooby_roo,1.0
1488,4407,1980,187,4 - High,rooby_rooby_roo,1.0
1489,3201,1980,187,4 - High,zoinks,1.0
1490,2598,1980,187,4 - High,groovy,0.0
1491,789,1980,187,4 - High,jinkies,
1492,1995,1980,187,4 - High,just_about_wrapped_up,
1493,1392,1980,187,4 - High,my_glasses,
1494,186,1980,187,4 - High,jeepers,
1495,3804,1980,187,4 - High,scooby_doo_where_are_you,0.0
1496,2599,1980,188,4 - High,groovy,0.0
1497,3805,1980,188,4 - High,scooby_doo_where_are_you,0.0
1498,790,1980,188,4 - High,jinkies,
1499,187,1980,188,4 - High,jeepers,
1500,1393,1980,188,4 - High,my_glasses,
1501,3202,1980,188,4 - High,zoinks,2.0
1502,4408,1980,188,4 - High,rooby_rooby_roo,1.0
1503,1996,1980,188,4 - High,just_about_wrapped_up,
1504,3806,1980,189,4 - High,scooby_doo_where_are_you,0.0
1505,188,1980,189,4 - High,jeepers,
1506,791,1980,189,4 - High,jinkies,
1507,4409,1980,189,4 - High,rooby_rooby_roo,1.0
1508,1997,1980,189,4 - High,just_about_wrapped_up,
1509,2600,1980,189,4 - High,groovy,0.0
1510,1394,1980,189,4 - High,my_glasses,
1511,3203,1980,189,4 - High,zoinks,1.0
1512,189,1980,190,4 - High,jeepers,
1513,3204,1980,190,4 - High,zoinks,0.0
1514,1395,1980,190,4 - High,my_glasses,
1515,4410,1980,190,4 - High,rooby_rooby_roo,1.0
1516,2601,1980,190,4 - High,groovy,0.0
1517,3807,1980,190,4 - High,scooby_doo_where_are_you,0.0
1518,1998,1980,190,4 - High,just_about_wrapped_up,
1519,792,1980,190,4 - High,jinkies,
1520,2602,1980,191,4 - High,groovy,0.0
1521,1396,1980,191,4 - High,my_glasses,
1522,190,1980,191,4 - High,jeepers,
1523,4411,1980,191,4 - High,rooby_rooby_roo,1.0
1524,1999,1980,191,4 - High,just_about_wrapped_up,
1525,793,1980,191,4 - High,jinkies,
1526,3808,1980,191,4 - High,scooby_doo_where_are_you,0.0
1527,3205,1980,191,4 - High,zoinks,4.0
1528,1397,1980,192,4 - High,my_glasses,
1529,3206,1980,192,4 - High,zoinks,1.0
1530,4412,1980,192,4 - High,rooby_rooby_roo,1.0
1531,2000,1980,192,4 - High,just_about_wrapped_up,
1532,2603,1980,192,4 - High,groovy,0.0
1533,794,1980,192,4 - High,jinkies,
1534,191,1980,192,4 - High,jeepers,
1535,3809,1980,192,4 - High,scooby_doo_where_are_you,0.0
1536,4413,1980,193,4 - High,rooby_rooby_roo,2.0
1537,2604,1980,193,4 - High,groovy,0.0
1538,1398,1980,193,4 - High,my_glasses,
1539,3810,1980,193,4 - High,scooby_doo_where_are_you,0.0
1540,795,1980,193,4 - High,jinkies,
1541,3207,1980,193,4 - High,zoinks,2.0
1542,192,1980,193,4 - High,jeepers,
1543,2001,1980,193,4 - High,just_about_wrapped_up,
1544,3208,1980,194,4 - High,zoinks,3.0
1545,3811,1980,194,4 - High,scooby_doo_where_are_you,0.0
1546,2605,1980,194,4 - High,groovy,0.0
1547,2002,1980,194,4 - High,just_about_wrapped_up,
1548,796,1980,194,4 - High,jinkies,
1549,1399,1980,194,4 - High,my_glasses,
1550,193,1980,194,4 - High,jeepers,
1551,4414,1980,194,4 - High,rooby_rooby_roo,1.0
1552,4415,1980,195,4 - High,rooby_rooby_roo,1.0
1553,3209,1980,195,4 - High,zoinks,2.0
1554,2003,1980,195,4 - High,just_about_wrapped_up,
1555,2606,1980,195,4 - High,groovy,0.0
1556,1400,1980,195,4 - High,my_glasses,
1557,194,1980,195,4 - High,jeepers,
1558,3812,1980,195,4 - High,scooby_doo_where_are_you,0.0
1559,797,1980,195,4 - High,jinkies,
1560,195,1980,196,4 - High,jeepers,
1561,4416,1980,196,4 - High,rooby_rooby_roo,0.0
1562,798,1980,196,4 - High,jinkies,
1563,3813,1980,196,4 - High,scooby_doo_where_are_you,0.0
1564,2607,1980,196,4 - High,groovy,0.0
1565,1401,1980,196,4 - High,my_glasses,
1566,2004,1980,196,4 - High,just_about_wrapped_up,
1567,3210,1980,196,4 - High,zoinks,1.0
1568,3814,1980,197,4 - High,scooby_doo_where_are_you,0.0
1569,2608,1980,197,4 - High,groovy,0.0
1570,4417,1980,197,4 - High,rooby_rooby_roo,1.0
1571,196,1980,197,4 - High,jeepers,
1572,799,1980,197,4 - High,jinkies,
1573,1402,1980,197,4 - High,my_glasses,
1574,2005,1980,197,4 - High,just_about_wrapped_up,
1575,3211,1980,197,4 - High,zoinks,3.0
1576,3815,1980,198,4 - High,scooby_doo_where_are_you,0.0
1577,197,1980,198,4 - High,jeepers,
1578,4418,1980,198,4 - High,rooby_rooby_roo,1.0
1579,1403,1980,198,4 - High,my_glasses,
1580,3212,1980,198,4 - High,zoinks,5.0
1581,800,1980,198,4 - High,jinkies,
1582,2006,1980,198,4 - High,just_about_wrapped_up,
1583,2609,1980,198,4 - High,groovy,0.0
1584,198,1980,199,4 - High,jeepers,
1585,4419,1980,199,4 - High,rooby_rooby_roo,0.0
1586,2007,1980,199,4 - High,just_about_wrapped_up,
1587,801,1980,199,4 - High,jinkies,
1588,3816,1980,199,4 - High,scooby_doo_where_are_you,0.0
1589,3213,1980,199,4 - High,zoinks,3.0
1590,2610,1980,199,4 - High,groovy,0.0
1591,1404,1980,199,4 - High,my_glasses,
1592,1405,1980,200,4 - High,my_glasses,
1593,2611,1980,200,4 - High,groovy,0.0
1594,3214,1980,200,4 - High,zoinks,3.0
1595,3817,1980,200,4 - High,scooby_doo_where_are_you,0.0
1596,4420,1980,200,4 - High,rooby_rooby_roo,1.0
1597,199,1980,200,4 - High,jeepers,
1598,802,1980,200,4 - High,jinkies,
1599,2008,1980,200,4 - High,just_about_wrapped_up,
1600,200,1980,201,4 - High,jeepers,
1601,1406,1980,201,4 - High,my_glasses,
1602,2612,1980,201,4 - High,groovy,0.0
1603,3818,1980,201,4 - High,scooby_doo_where_are_you,0.0
1604,4421,1980,201,4 - High,rooby_rooby_roo,1.0
1605,2009,1980,201,4 - High,just_about_wrapped_up,
1606,803,1980,201,4 - High,jinkies,
1607,3215,1980,201,4 - High,zoinks,1.0
1608,2613,1980,202,4 - High,groovy,0.0
1609,3819,1980,202,4 - High,scooby_doo_where_are_you,0.0
1610,201,1980,202,4 - High,jeepers,
1611,1407,1980,202,4 - High,my_glasses,
1612,4422,1980,202,4 - High,rooby_rooby_roo,1.0
1613,804,1980,202,4 - High,jinkies,
1614,3216,1980,202,4 - High,zoinks,3.0
1615,2010,1980,202,4 - High,just_about_wrapped_up,
1616,3820,1980,203,4 - High,scooby_doo_where_are_you,0.0
1617,1408,1980,203,4 - High,my_glasses,
1618,4423,1980,203,4 - High,rooby_rooby_roo,1.0
1619,202,1980,203,4 - High,jeepers,
1620,2011,1980,203,4 - High,just_about_wrapped_up,
1621,2614,1980,203,4 - High,groovy,0.0
1622,805,1980,203,4 - High,jinkies,
1623,3217,1980,203,4 - High,zoinks,3.0
1624,1409,1980,204,4 - High,my_glasses,
1625,4424,1980,204,4 - High,rooby_rooby_roo,1.0
1626,806,1980,204,4 - High,jinkies,
1627,203,1980,204,4 - High,jeepers,
1628,3821,1980,204,4 - High,scooby_doo_where_are_you,0.0
1629,2615,1980,204,4 - High,groovy,0.0
1630,3218,1980,204,4 - High,zoinks,2.0
1631,2012,1980,204,4 - High,just_about_wrapped_up,
1632,2013,1980,205,4 - High,just_about_wrapped_up,
1633,4425,1980,205,4 - High,rooby_rooby_roo,0.0
1634,3219,1980,205,4 - High,zoinks,5.0
1635,1410,1980,205,4 - High,my_glasses,
1636,3822,1980,205,4 - High,scooby_doo_where_are_you,0.0
1637,204,1980,205,4 - High,jeepers,
1638,807,1980,205,4 - High,jinkies,
1639,2616,1980,205,4 - High,groovy,0.0
1640,205,1980,206,4 - High,jeepers,
1641,1411,1980,206,4 - High,my_glasses,
1642,3823,1980,206,4 - High,scooby_doo_where_are_you,0.0
1643,2617,1980,206,4 - High,groovy,0.0
1644,808,1980,206,4 - High,jinkies,
1645,3220,1980,206,4 - High,zoinks,5.0
1646,2014,1980,206,4 - High,just_about_wrapped_up,
1647,4426,1980,206,4 - High,rooby_rooby_roo,1.0
1648,4427,1980,207,4 - High,rooby_rooby_roo,1.0
1649,3221,1980,207,4 - High,zoinks,1.0
1650,1412,1980,207,4 - High,my_glasses,
1651,2618,1980,207,4 - High,groovy,0.0
1652,3824,1980,207,4 - High,scooby_doo_where_are_you,0.0
1653,809,1980,207,4 - High,jinkies,
1654,2015,1980,207,4 - High,just_about_wrapped_up,
1655,206,1980,207,4 - High,jeepers,
1656,3222,1980,208,4 - High,zoinks,1.0
1657,2619,1980,208,4 - High,groovy,0.0
1658,3825,1980,208,4 - High,scooby_doo_where_are_you,0.0
1659,810,1980,208,4 - High,jinkies,
1660,207,1980,208,4 - High,jeepers,
1661,1413,1980,208,4 - High,my_glasses,
1662,4428,1980,208,4 - High,rooby_rooby_roo,1.0
1663,2016,1980,208,4 - High,just_about_wrapped_up,
1664,3223,1980,209,4 - High,zoinks,5.0
1665,208,1980,209,4 - High,jeepers,
1666,1414,1980,209,4 - High,my_glasses,
1667,4429,1980,209,4 - High,rooby_rooby_roo,1.0
1668,811,1980,209,4 - High,jinkies,
1669,2620,1980,209,4 - High,groovy,0.0
1670,3826,1980,209,4 - High,scooby_doo_where_are_you,0.0
1671,2017,1980,209,4 - High,just_about_wrapped_up,
1672,2018,1980,210,4 - High,just_about_wrapped_up,
1673,3827,1980,210,4 - High,scooby_doo_where_are_you,0.0
1674,209,1980,210,4 - High,jeepers,
1675,3224,1980,210,4 - High,zoinks,1.0
1676,812,1980,210,4 - High,jinkies,
1677,4430,1980,210,4 - High,rooby_rooby_roo,0.0
1678,2621,1980,210,4 - High,groovy,0.0
1679,1415,1980,210,4 - High,my_glasses,
1680,3225,1980,211,4 - High,zoinks,4.0
1681,4431,1980,211,4 - High,rooby_rooby_roo,0.0
1682,2622,1980,211,4 - High,groovy,0.0
1683,813,1980,211,4 - High,jinkies,
1684,1416,1980,211,4 - High,my_glasses,
1685,2019,1980,211,4 - High,just_about_wrapped_up,
1686,3828,1980,211,4 - High,scooby_doo_where_are_you,0.0
1687,210,1980,211,4 - High,jeepers,
1688,3829,1980,212,4 - High,scooby_doo_where_are_you,0.0
1689,1417,1980,212,4 - High,my_glasses,
1690,2020,1980,212,4 - High,just_about_wrapped_up,
1691,2623,1980,212,4 - High,groovy,0.0
1692,211,1980,212,4 - High,jeepers,
1693,814,1980,212,4 - High,jinkies,
1694,3226,1980,212,4 - High,zoinks,3.0
1695,4432,1980,212,4 - High,rooby_rooby_roo,1.0
1696,2021,1980,213,4 - High,just_about_wrapped_up,
1697,3227,1980,213,4 - High,zoinks,7.0
1698,1418,1980,213,4 - High,my_glasses,
1699,815,1980,213,4 - High,jinkies,
1700,212,1980,213,4 - High,jeepers,
1701,2624,1980,213,4 - High,groovy,0.0
1702,4433,1980,213,4 - High,rooby_rooby_roo,1.0
1703,3830,1980,213,4 - High,scooby_doo_where_are_you,0.0
1704,2625,1980,214,4 - High,groovy,0.0
1705,3228,1980,214,4 - High,zoinks,5.0
1706,816,1980,214,4 - High,jinkies,
1707,3831,1980,214,4 - High,scooby_doo_where_are_you,0.0
1708,1419,1980,214,4 - High,my_glasses,
1709,4434,1980,214,4 - High,rooby_rooby_roo,1.0
1710,2022,1980,214,4 - High,just_about_wrapped_up,
1711,213,1980,214,4 - High,jeepers,
1712,1420,1980,215,4 - High,my_glasses,
1713,2023,1980,215,4 - High,just_about_wrapped_up,
