,index,rank,catchphrase,count
1211,152,5 - Very High,Zoinks!,2.0
1212,152,5 - Very High,Just about wrapped up,0.0
1213,152,5 - Very High,Jeepers!,2.0
1214,152,5 - Very High,Rooby rooby roo!,1.0
1215,152,5 - Very High,Groovy,0.0
1216,153,3 - Moderate,Scooby Doo! Where are you?,0.0
1217,153,3 - Moderate,Zoinks!,2.0
1218,153,3 - Moderate,Rooby rooby roo!,1.0
1219,153,3 - Moderate,Just about wrapped up,0.0
1220,153,3 - Moderate,Jeepers!,0.0
1221,153,3 - Moderate,Jinkies!,3.0
1222,153,3 - Moderate,My glasses!,0.0
1223,153,3 - Moderate,Groovy,0.0
1224,154,5 - Very High,My glasses!,0.0
1225,154,5 - Very High,Rooby rooby roo!,1.0
1226,154,5 - Very High,Groovy,0.0
1227,154,5 - Very High,Jeepers!,0.0
1228,154,5 - Very High,Just about wrapped up,0.0
1229,154,5 - Very High,Scooby Doo! Where are you?,0.0
1230,154,5 - Very High,Jinkies!,5.0
1231,154,5 - Very High,Zoinks!,8.0
1232,155,4 - High,Groovy,0.0
1233,155,4 - High,Rooby rooby roo!,1.0
1234,155,4 - High,Jeepers!,3.0
1235,155,4 - High,Zoinks!,2.0
1236,155,4 - High,Scooby Doo! Where are you?,0.0
1237,155,4 - High,My glasses!,0.0
1238,155,4 - High,Just about wrapped up,0.0
1239,155,4 - High,Jinkies!,2.0
1240,156,5 - Very High,Jinkies!,5.0
1241,156,5 - Very High,Zoinks!,4.0
1242,156,5 - Very High,Jeepers!,0.0
1243,156,5 - Very High,Scooby Doo! Where are you?,0.0
1244,156,5 - Very High,Groovy,0.0
1245,156,5 - Very High,Just about wrapped up,0.0
1246,156,5 - Very High,My glasses!,0.0
1247,156,5 - Very High,Rooby rooby roo!,1.0
1248,157,3 - Moderate,Zoinks!,3.0
1249,157,3 - Moderate,Groovy,0.0
1250,157,3 - Moderate,My glasses!,0.0
1251,157,3 - Moderate,Jeepers!,0.0
1252,157,3 - Moderate,Scooby Doo! Where are you?,0.0
1253,157,3 - Moderate,Jinkies!,0.0
1254,157,3 - Moderate,Just about wrapped up,0.0
1255,157,3 - Moderate,Rooby rooby roo!,0.0
1256,158,4 - High,Scooby Doo! Where are you?,0.0
1257,158,4 - High,Groovy,0.0
1258,158,4 - High,Zoinks!,1.0
1259,158,4 - High,Just about wrapped up,
1260,158,4 - High,Jinkies!,
1261,158,4 - High,Rooby rooby roo!,1.0
1262,158,4 - High,My glasses!,
1263,158,4 - High,Jeepers!,
1264,159,4 - High,My glasses!,
1265,159,4 - High,Rooby rooby roo!,1.0
1266,159,4 - High,Jinkies!,
1267,159,4 - High,Just about wrapped up,
1268,159,4 - High,Jeepers!,
1269,159,4 - High,Scooby Doo! Where are you?,0.0
1270,159,4 - High,Zoinks!,3.0
1271,159,4 - High,Groovy,0.0
1272,160,4 - High,Groovy,0.0
1273,160,4 - High,Scooby Doo! Where are you?,0.0
1274,160,4 - High,Just about wrapped up,
1275,160,4 - High,Zoinks!,0.0
1276,160,4 - High,My glasses!,
1277,160,4 - High,Jeepers!,
1278,160,4 - High,Jinkies!,
1279,160,4 - High,Rooby rooby roo!,1.0
1280,161,4 - High,Scooby Doo! Where are you?,0.0
1281,161,4 - High,Jinkies!,
1282,161,4 - High,Rooby rooby roo!,0.0
1283,161,4 - High,My glasses!,
1284,161,4 - High,Zoinks!,3.0
1285,161,4 - High,Just about wrapped up,
1286,161,4 - High,Groovy,0.0
1287,161,4 - High,Jeepers!,
1288,162,4 - High,Rooby rooby roo!,1.0
1289,162,4 - High,Jinkies!,
1290,162,4 - High,Scooby Doo! Where are you?,0.0
1291,162,4 - High,My glasses!,
1292,162,4 - High,Just about wrapped up,
1293,162,4 - High,Zoinks!,2.0
1294,162,4 - High,Jeepers!,
1295,162,4 - High,Groovy,0.0
1296,163,4 - High,Jinkies!,
1297,163,4 - High,My glasses!,
1298,163,4 - High,Jeepers!,
1299,163,4 - High,Just about wrapped up,
1300,163,4 - High,Rooby rooby roo!,0.0
1301,163,4 - High,Zoinks!,3.0
1302,163,4 - High,Groovy,0.0
1303,163,4 - High,Scooby Doo! Where are you?,1.0
1304,164,4 - High,Groovy,0.0
1305,164,4 - High,Scooby Doo! Where are you?,0.0
1306,164,4 - High,Zoinks!,7.0
1307,164,4 - High,Just about wrapped up,
1308,164,4 - High,Jeepers!,
1309,164,4 - High,Rooby rooby roo!,1.0
1310,164,4 - High,Jinkies!,
1311,164,4 - High,My glasses!,
1312,165,4 - High,Rooby rooby roo!,1.0
1313,165,4 - High,My glasses!,
1314,165,4 - High,Just about wrapped up,
1315,165,4 - High,Jinkies!,
1316,165,4 - High,Jeepers!,
1317,165,4 - High,Zoinks!,4.0
1318,165,4 - High,Groovy,0.0
1319,165,4 - High,Scooby Doo! Where are you?,0.0
1320,166,4 - High,Jinkies!,
1321,166,4 - High,Jeepers!,
1322,166,4 - High,My glasses!,
1323,166,4 - High,Zoinks!,4.0
1324,166,4 - High,Just about wrapped up,
1325,166,4 - High,Rooby rooby roo!,1.0
1326,166,4 - High,Groovy,0.0
1327,166,4 - High,Scooby Doo! Where are you?,0.0
1328,167,4 - High,Scooby Doo! Where are you?,0.0
1329,167,4 - High,Jinkies!,
1330,167,4 - High,My glasses!,
1331,167,4 - High,Zoinks!,3.0
1332,167,4 - High,Just about wrapped up,
1333,167,4 - High,Jeepers!,
1334,167,4 - High,Rooby rooby roo!,1.0
1335,167,4 - High,Groovy,0.0
1336,168,4 - High,Just about wrapped up,
1337,168,4 - High,Scooby Doo! Where are you?,0.0
1338,168,4 - High,Jeepers!,
1339,168,4 - High,Jinkies!,
1340,168,4 - High,Rooby rooby roo!,1.0
1341,168,4 - High,My glasses!,
1342,168,4 - High,Groovy,0.0
1343,168,4 - High,Zoinks!,1.0
1344,169,4 - High,Scooby Doo! Where are you?,0.0
1345,169,4 - High,Jeepers!,
1346,169,4 - High,Rooby rooby roo!,1.0
1347,169,4 - High,My glasses!,
1348,169,4 - High,Just about wrapped up,
1349,169,4 - High,Zoinks!,2.0
1350,169,4 - High,Jinkies!,
1351,169,4 - High,Groovy,0.0
1352,170,4 - High,Rooby rooby roo!,0.0
1353,170,4 - High,Jinkies!,
1354,170,4 - High,Scooby Doo! Where are you?,0.0
1355,170,4 - High,Zoinks!,0.0
1356,170,4 - High,My glasses!,
1357,170,4 - High,Jeepers!,
1358,170,4 - High,Groovy,0.0
1359,170,4 - High,Just about wrapped up,
1360,171,4 - High,My glasses!,
1361,171,4 - High,Zoinks!,2.0
1362,171,4 - High,Scooby Doo! Where are you?,0.0
1363,171,4 - High,Rooby rooby roo!,1.0
1364,171,4 - High,Groovy,0.0
1365,171,4 - High,Jeepers!,
1366,171,4 - High,Just about wrapped up,
1367,171,4 - High,Jinkies!,
1368,172,4 - High,Groovy,0.0
1369,172,4 - High,Zoinks!,0.0
1370,172,4 - High,Just about wrapped up,
1371,172,4 - High,My glasses!,
1372,172,4 - High,Jeepers!,
1373,172,4 - High,Rooby rooby roo!,1.0
1374,172,4 - High,Scooby Doo! Where are you?,0.0
1375,172,4 - High,Jinkies!,
1376,173,4 - High,Scooby Doo! Where are you?,0.0
1377,173,4 - High,Groovy,0.0
1378,173,4 - High,Rooby rooby roo!,0.0
1379,173,4 - High,Zoinks!,4.0
1380,173,4 - High,Just about wrapped up,
1381,173,4 - High,Jeepers!,
1382,173,4 - High,Jinkies!,
1383,173,4 - High,My glasses!,
1384,174,4 - High,Zoinks!,4.0
1385,174,4 - High,Jeepers!,
1386,174,4 - High,Jinkies!,
1387,174,4 - High,Just about wrapped up,
1388,174,4 - High,Groovy,0.0
1389,174,4 - High,Rooby rooby roo!,1.0
1390,174,4 - High,Scooby Doo! Where are you?,0.0
1391,174,4 - High,My glasses!,
1392,175,4 - High,Zoinks!,1.0
1393,175,4 - High,Scooby Doo! Where are you?,0.0
1394,175,4 - High,Jeepers!,
1395,175,4 - High,Groovy,0.0
1396,175,4 - High,Jinkies!,
1397,175,4 - High,My glasses!,
1398,175,4 - High,Rooby rooby roo!,1.0
1399,175,4 - High,Just about wrapped up,
1400,176,4 - High,Rooby rooby roo!,1.0
1401,176,4 - High,Scooby Doo! Where are you?,0.0
1402,176,4 - High,Groovy,0.0
1403,176,4 - High,Jeepers!,
1404,176,4 - High,Jinkies!,
1405,176,4 - High,My glasses!,
1406,176,4 - High,Zoinks!,1.0
1407,176,4 - High,Just about wrapped up,
1408,177,4 - High,My glasses!,
1409,177,4 - High,Jinkies!,
1410,177,4 - High,Groovy,0.0
1411,177,4 - High,Scooby Doo! Where are you?,0.0
1412,177,4 - High,Just about wrapped up,
1413,177,4 - High,Rooby rooby roo!,0.0
1414,177,4 - High,Zoinks!,3.0
1415,177,4 - High,Jeepers!,
1416,178,4 - High,Jinkies!,
1417,178,4 - High,Scooby Doo! Where are you?,0.0
1418,178,4 - High,Jeepers!,
1419,178,4 - High,Groovy,0.0
1420,178,4 - High,Zoinks!,2.0
1421,178,4 - High,My glasses!,
1422,178,4 - High,Just about wrapped up,
1423,178,4 - High,Rooby rooby roo!,1.0
1424,179,4 - High,Zoinks!,1.0
1425,179,4 - High,Just about wrapped up,
1426,179,4 - High,Jeepers!,
1427,179,4 - High,My glasses!,
1428,179,4 - High,Groovy,0.0
1429,179,4 - High,Rooby rooby roo!,1.0
1430,179,4 - High,Jinkies!,
1431,179,4 - High,Scooby Doo! Where are you?,0.0
1432,180,4 - High,Scooby Doo! Where are you?,0.0
1433,180,4 - High,My glasses!,
1434,180,4 - High,Just about wrapped up,
1435,180,4 - High,Groovy,0.0
1436,180,4 - High,Rooby rooby roo!,1.0
1437,180,4 - High,Jinkies!,
1438,180,4 - High,Jeepers!,
1439,180,4 - High,Zoinks!,3.0
1440,181,4 - High,Just about wrapped up,
1441,181,4 - High,Rooby rooby roo!,1.0
1442,181,4 - High,Jinkies!,
1443,181,4 - High,Jeepers!,
1444,181,4 - High,Zoinks!,5.0
1445,181,4 - High,Groovy,0.0
1446,181,4 - High,Scooby Doo! Where are you?,0.0
1447,181,4 - High,My glasses!,
1448,182,4 - High,Jeepers!,
1449,182,4 - High,Zoinks!,1.0
1450,182,4 - High,Jinkies!,
1451,182,4 - High,Rooby rooby roo!,1.0
1452,182,4 - High,Groovy,0.0
1453,182,4 - High,Just about wrapped up,
1454,182,4 - High,Scooby Doo! Where are you?,0.0
1455,182,4 - High,My glasses!,
1456,183,4 - High,Jeepers!,
1457,183,4 - High,Jinkies!,
1458,183,4 - High,Rooby rooby roo!,1.0
1459,183,4 - High,Groovy,0.0
1460,183,4 - High,My glasses!,
1461,183,4 - High,Just about wrapped up,
1462,183,4 - High,Scooby Doo! Where are you?,0.0
1463,183,4 - High,Zoinks!,1.0
1464,184,4 - High,Jeepers!,
1465,184,4 - High,Groovy,0.0
1466,184,4 - High,Rooby rooby roo!,0.0
1467,184,4 - High,Just about wrapped up,
1468,184,4 - High,My glasses!,
1469,184,4 - High,Zoinks!,2.0
1470,184,4 - High,Jinkies!,
1471,184,4 - High,Scooby Doo! Where are you?,0.0
1472,185,4 - High,Jeepers!,
1473,185,4 - High,My glasses!,
1474,185,4 - High,Groovy,0.0
1475,185,4 - High,Just about wrapped up,
1476,185,4 - High,Rooby rooby roo!,1.0
1477,185,4 - High,Scooby Doo! Where are you?,0.0
1478,185,4 - High,Jinkies!,
1479,185,4 - High,Zoinks!,3.0
1480,186,4 - High,Jeepers!,
1481,186,4 - High,Scooby Doo! Where are you?,0.0
1482,186,4 - High,Groovy,0.0
1483,186,4 - High,Zoinks!,1.0
1484,186,4 - High,Jinkies!,
1485,186,4 - High,Just about wrapped up,
1486,186,4 - High,My glasses!,
1487,186,4 - High,Rooby rooby roo!,1.0
1488,187,4 - High,Rooby rooby roo!,1.0
1489,187,4 - High,Zoinks!,1.0
1490,187,4 - High,Groovy,0.0
1491,187,4 - High,Jinkies!,
1492,187,4 - High,Just about wrapped up,
1493,187,4 - High,My glasses!,
1494,187,4 - High,Jeepers!,
1495,187,4 - High,Scooby Doo! Where are you?,0.0
1496,188,4 - High,Groovy,0.0
1497,188,4 - High,Scooby Doo! Where are you?,0.0
1498,188,4 - High,Jinkies!,
1499,188,4 - High,Jeepers!,
1500,188,4 - High,My glasses!,
1501,188,4 - High,Zoinks!,2.0
1502,188,4 - High,Rooby rooby roo!,1.0
1503,188,4 - High,Just about wrapped up,
1504,189,4 - High,Scooby Doo! Where are you?,0.0
1505,189,4 - High,Jeepers!,
1506,189,4 - High,Jinkies!,
1507,189,4 - High,Rooby rooby roo!,1.0
1508,189,4 - High,Just about wrapped up,
1509,189,4 - High,Groovy,0.0
1510,189,4 - High,My glasses!,
1511,189,4 - High,Zoinks!,1.0
1512,190,4 - High,Jeepers!,
1513,190,4 - High,Zoinks!,0.0
1514,190,4 - High,My glasses!,
1515,190,4 - High,Rooby rooby roo!,1.0
1516,190,4 - High,Groovy,0.0
1517,190,4 - High,Scooby Doo! Where are you?,0.0
1518,190,4 - High,Just about wrapped up,
1519,190,4 - High,Jinkies!,
1520,191,4 - High,Groovy,0.0
1521,191,4 - High,My glasses!,
1522,191,4 - High,Jeepers!,
1523,191,4 - High,Rooby rooby roo!,1.0
1524,191,4 - High,Just about wrapped up,
1525,191,4 - High,Jinkies!,
1526,191,4 - High,Scooby Doo! Where are you?,0.0
1527,191,4 - High,Zoinks!,4.0
1528,192,4 - High,My glasses!,
1529,192,4 - High,Zoinks!,1.0
1530,192,4 - High,Rooby rooby roo!,1.0
1531,192,4 - High,Just about wrapped up,
1532,192,4 - High,Groovy,0.0
1533,192,4 - High,Jinkies!,
1534,192,4 - High,Jeepers!,
1535,192,4 - High,Scooby Doo! Where are you?,0.0
1536,193,4 - High,Rooby rooby roo!,2.0
1537,193,4 - High,Groovy,0.0
1538,193,4 - High,My glasses!,
1539,193,4 - High,Scooby Doo! Where are you?,0.0
1540,193,4 - High,Jinkies!,
1541,193,4 - High,Zoinks!,2.0
1542,193,4 - High,Jeepers!,
1543,193,4 - High,Just about wrapped up,
1544,194,4 - High,Zoinks!,3.0
1545,194,4 - High,Scooby Doo! Where are you?,0.0
1546,194,4 - High,Groovy,0.0
1547,194,4 - High,Just about wrapped up,
1548,194,4 - High,Jinkies!,
1549,194,4 - High,My glasses!,
1550,194,4 - High,Jeepers!,
1551,194,4 - High,Rooby rooby roo!,1.0
1552,195,4 - High,Rooby rooby roo!,1.0
1553,195,4 - High,Zoinks!,2.0
1554,195,4 - High,Just about wrapped up,
1555,195,4 - High,Groovy,0.0
1556,195,4 - High,My glasses!,
1557,195,4 - High,Jeepers!,
1558,195,4 - High,Scooby Doo! Where are you?,0.0
1559,195,4 - High,Jinkies!,
1560,196,4 - High,Jeepers!,
1561,196,4 - High,Rooby rooby roo!,0.0
1562,196,4 - High,Jinkies!,
1563,196,4 - High,Scooby Doo! Where are you?,0.0
1564,196,4 - High,Groovy,0.0
1565,196,4 - High,My glasses!,
1566,196,4 - High,Just about wrapped up,
1567,196,4 - High,Zoinks!,1.0
1568,197,4 - High,Scooby Doo! Where are you?,0.0
1569,197,4 - High,Groovy,0.0
1570,197,4 - High,Rooby rooby roo!,1.0
1571,197,4 - High,Jeepers!,
1572,197,4 - High,Jinkies!,
1573,197,4 - High,My glasses!,
1574,197,4 - High,Just about wrapped up,
1575,197,4 - High,Zoinks!,3.0
1576,198,4 - High,Scooby Doo! Where are you?,0.0
1577,198,4 - High,Jeepers!,
1578,198,4 - High,Rooby rooby roo!,1.0
1579,198,4 - High,My glasses!,
1580,198,4 - High,Zoinks!,5.0
1581,198,4 - High,Jinkies!,
1582,198,4 - High,Just about wrapped up,
1583,198,4 - High,Groovy,0.0
1584,199,4 - High,Jeepers!,
1585,199,4 - High,Rooby rooby roo!,0.0
1586,199,4 - High,Just about wrapped up,
1587,199,4 - High,Jinkies!,
1588,199,4 - High,Scooby Doo! Where are you?,0.0
1589,199,4 - High,Zoinks!,3.0
1590,199,4 - High,Groovy,0.0
1591,199,4 - High,My glasses!,
1592,200,4 - High,My glasses!,
1593,200,4 - High,Groovy,0.0
1594,200,4 - High,Zoinks!,3.0
1595,200,4 - High,Scooby Doo! Where are you?,0.0
1596,200,4 - High,Rooby rooby roo!,1.0
1597,200,4 - High,Jeepers!,
1598,200,4 - High,Jinkies!,
1599,200,4 - High,Just about wrapped up,
1600,201,4 - High,Jeepers!,
1601,201,4 - High,My glasses!,
1602,201,4 - High,Groovy,0.0
1603,201,4 - High,Scooby Doo! Where are you?,0.0
1604,201,4 - High,Rooby rooby roo!,1.0
1605,201,4 - High,Just about wrapped up,
1606,201,4 - High,Jinkies!,
1607,201,4 - High,Zoinks!,1.0
1608,202,4 - High,Groovy,0.0
1609,202,4 - High,Scooby Doo! Where are you?,0.0
1610,202,4 - High,Jeepers!,
1611,202,4 - High,My glasses!,
1612,202,4 - High,Rooby rooby roo!,1.0
1613,202,4 - High,Jinkies!,
1614,202,4 - High,Zoinks!,3.0
1615,202,4 - High,Just about wrapped up,
1616,203,4 - High,Scooby Doo! Where are you?,0.0
1617,203,4 - High,My glasses!,
1618,203,4 - High,Rooby rooby roo!,1.0
1619,203,4 - High,Jeepers!,
1620,203,4 - High,Just about wrapped up,
1621,203,4 - High,Groovy,0.0
1622,203,4 - High,Jinkies!,
1623,203,4 - High,Zoinks!,3.0
1624,204,4 - High,My glasses!,
1625,204,4 - High,Rooby rooby roo!,1.0
1626,204,4 - High,Jinkies!,
1627,204,4 - High,Jeepers!,
1628,204,4 - High,Scooby Doo! Where are you?,0.0
1629,204,4 - High,Groovy,0.0
1630,204,4 - High,Zoinks!,2.0
1631,204,4 - High,Just about wrapped up,
1632,205,4 - High,Just about wrapped up,
1633,205,4 - High,Rooby rooby roo!,0.0
1634,205,4 - High,Zoinks!,5.0
1635,205,4 - High,My glasses!,
1636,205,4 - High,Scooby Doo! Where are you?,0.0
1637,205,4 - High,Jeepers!,
1638,205,4 - High,Jinkies!,
1639,205,4 - High,Groovy,0.0
1640,206,4 - High,Jeepers!,
1641,206,4 - High,My glasses!,
1642,206,4 - High,Scooby Doo! Where are you?,0.0
1643,206,4 - High,Groovy,0.0
1644,206,4 - High,Jinkies!,
1645,206,4 - High,Zoinks!,5.0
1646,206,4 - High,Just about wrapped up,
1647,206,4 - High,Rooby rooby roo!,1.0
1648,207,4 - High,Rooby rooby roo!,1.0
1649,207,4 - High,Zoinks!,1.0
1650,207,4 - High,My glasses!,
1651,207,4 - High,Groovy,0.0
1652,207,4 - High,Scooby Doo! Where are you?,0.0
1653,207,4 - High,Jinkies!,
1654,207,4 - High,Just about wrapped up,
1655,207,4 - High,Jeepers!,
1656,208,4 - High,Zoinks!,1.0
1657,208,4 - High,Groovy,0.0
1658,208,4 - High,Scooby Doo! Where are you?,0.0
1659,208,4 - High,Jinkies!,
1660,208,4 - High,Jeepers!,
1661,208,4 - High,My glasses!,
1662,208,4 - High,Rooby rooby roo!,1.0
1663,208,4 - High,Just about wrapped up,
1664,209,4 - High,Zoinks!,5.0
1665,209,4 - High,Jeepers!,
1666,209,4 - High,My glasses!,
1667,209,4 - High,Rooby rooby roo!,1.0
1668,209,4 - High,Jinkies!,
1669,209,4 - High,Groovy,0.0
1670,209,4 - High,Scooby Doo! Where are you?,0.0
1671,209,4 - High,Just about wrapped up,
1672,210,4 - High,Just about wrapped up,
1673,210,4 - High,Scooby Doo! Where are you?,0.0
1674,210,4 - High,Jeepers!,
1675,210,4 - High,Zoinks!,1.0
1676,210,4 - High,Jinkies!,
1677,210,4 - High,Rooby rooby roo!,0.0
1678,210,4 - High,Groovy,0.0
1679,210,4 - High,My glasses!,
1680,211,4 - High,Zoinks!,4.0
1681,211,4 - High,Rooby rooby roo!,0.0
1682,211,4 - High,Groovy,0.0
1683,211,4 - High,Jinkies!,
1684,211,4 - High,My glasses!,
1685,211,4 - High,Just about wrapped up,
1686,211,4 - High,Scooby Doo! Where are you?,0.0
1687,211,4 - High,Jeepers!,
1688,212,4 - High,Scooby Doo! Where are you?,0.0
1689,212,4 - High,My glasses!,
1690,212,4 - High,Just about wrapped up,
1691,212,4 - High,Groovy,0.0
1692,212,4 - High,Jeepers!,
1693,212,4 - High,Jinkies!,
1694,212,4 - High,Zoinks!,3.0
1695,212,4 - High,Rooby rooby roo!,1.0
1696,213,4 - High,Just about wrapped up,
1697,213,4 - High,Zoinks!,7.0
1698,213,4 - High,My glasses!,
1699,213,4 - High,Jinkies!,
1700,213,4 - High,Jeepers!,
1701,213,4 - High,Groovy,0.0
1702,213,4 - High,Rooby rooby roo!,1.0
1703,213,4 - High,Scooby Doo! Where are you?,0.0
1704,214,4 - High,Groovy,0.0
1705,214,4 - High,Zoinks!,5.0
1706,214,4 - High,Jinkies!,
1707,214,4 - High,Scooby Doo! Where are you?,0.0
1708,214,4 - High,My glasses!,
1709,214,4 - High,Rooby rooby roo!,1.0
1710,214,4 - High,Just about wrapped up,
1711,214,4 - High,Jeepers!,
1712,215,4 - High,My glasses!,
1713,215,4 - High,Just about wrapped up,
1714,215,4 - High,Rooby rooby roo!,1.0
1715,215,4 - High,Jinkies!,
1716,215,4 - High,Zoinks!,4.0
1717,215,4 - High,Jeepers!,
1718,215,4 - High,Groovy,0.0
1719,215,4 - High,Scooby Doo! Where are you?,0.0
1720,216,4 - High,Just about wrapped up,
1721,216,4 - High,Zoinks!,2.0
1722,216,4 - High,Groovy,0.0
1723,216,4 - High,Jinkies!,
1724,216,4 - High,My glasses!,
1725,216,4 - High,Scooby Doo! Where are you?,0.0
1726,216,4 - High,Rooby rooby roo!,0.0
1727,216,4 - High,Jeepers!,
1728,217,4 - High,Jeepers!,
1729,217,4 - High,Jinkies!,
1730,217,4 - High,Just about wrapped up,
1731,217,4 - High,Scooby Doo! Where are you?,0.0
1732,217,4 - High,Rooby rooby roo!,1.0
1733,217,4 - High,My glasses!,
1734,217,4 - High,Groovy,0.0
1735,217,4 - High,Zoinks!,3.0
1736,218,4 - High,My glasses!,
1737,218,4 - High,Rooby rooby roo!,1.0
1738,218,4 - High,Scooby Doo! Where are you?,0.0
1739,218,4 - High,Jinkies!,
1740,218,4 - High,Zoinks!,2.0
1741,218,4 - High,Groovy,0.0
1742,218,4 - High,Just about wrapped up,
1743,218,4 - High,Jeepers!,
1744,219,4 - High,Groovy,0.0
1745,219,4 - High,Just about wrapped up,
1746,219,4 - High,Rooby rooby roo!,1.0
1747,219,4 - High,Jeepers!,
1748,219,4 - High,Scooby Doo! Where are you?,0.0
1749,219,4 - High,Jinkies!,
1750,219,4 - High,My glasses!,
1751,219,4 - High,Zoinks!,1.0
1752,220,4 - High,Scooby Doo! Where are you?,0.0
1753,220,4 - High,Jinkies!,
1754,220,4 - High,My glasses!,
1755,220,4 - High,Zoinks!,2.0
1756,220,4 - High,Just about wrapped up,
1757,220,4 - High,Groovy,0.0
1758,220,4 - High,Rooby rooby roo!,1.0
1759,220,4 - High,Jeepers!,
1760,221,4 - High,Scooby Doo! Where are you?,0.0
1761,221,4 - High,Rooby rooby roo!,1.0
1762,221,4 - High,Groovy,0.0
1763,221,4 - High,Jeepers!,
1764,221,4 - High,Just about wrapped up,
1765,221,4 - High,Zoinks!,0.0
1766,221,4 - High,Jinkies!,
1767,221,4 - High,My glasses!,
1768,222,4 - High,Jeepers!,
1769,222,4 - High,Scooby Doo! Where are you?,0.0
1770,222,4 - High,Just about wrapped up,
1771,222,4 - High,My glasses!,
1772,222,4 - High,Jinkies!,
1773,222,4 - High,Rooby rooby roo!,0.0
1774,222,4 - High,Groovy,0.0
1775,222,4 - High,Zoinks!,2.0
1776,223,4 - High,Jinkies!,
1777,223,4 - High,Zoinks!,2.0
1778,223,4 - High,Rooby rooby roo!,1.0
1779,223,4 - High,My glasses!,
1780,223,4 - High,Scooby Doo! Where are you?,0.0
1781,223,4 - High,Just about wrapped up,
1782,223,4 - High,Jeepers!,
1783,223,4 - High,Groovy,0.0
1784,224,4 - High,Just about wrapped up,
1785,224,4 - High,Zoinks!,1.0
1786,224,4 - High,Groovy,0.0
1787,224,4 - High,Jeepers!,
1788,224,4 - High,Jinkies!,
1789,224,4 - High,Rooby rooby roo!,1.0
1790,224,4 - High,My glasses!,
1791,224,4 - High,Scooby Doo! Where are you?,0.0
1792,225,4 - High,Zoinks!,0.0
1793,225,4 - High,Jinkies!,
1794,225,4 - High,Rooby rooby roo!,0.0
1795,225,4 - High,Groovy,0.0
1796,225,4 - High,My glasses!,
1797,225,4 - High,Scooby Doo! Where are you?,0.0
1798,225,4 - High,Just about wrapped up,
1799,225,4 - High,Jeepers!,
1800,226,4 - High,My glasses!,
1801,226,4 - High,Jinkies!,
1802,226,4 - High,Just about wrapped up,
1803,226,4 - High,Groovy,0.0
1804,226,4 - High,Scooby Doo! Where are you?,0.0
1805,226,4 - High,Jeepers!,
1806,226,4 - High,Zoinks!,0.0
1807,226,4 - High,Rooby rooby roo!,0.0
1808,227,4 - High,Just about wrapped up,
1809,227,4 - High,Scooby Doo! Where are you?,0.0
1810,227,4 - High,Zoinks!,0.0
1811,227,4 - High,Jinkies!,
1812,227,4 - High,Rooby rooby roo!,1.0
1813,227,4 - High,Groovy,0.0
1814,227,4 - High,Jeepers!,
1815,227,4 - High,My glasses!,
1816,228,4 - High,My glasses!,
1817,228,4 - High,Just about wrapped up,
1818,228,4 - High,Jeepers!,
1819,228,4 - High,Zoinks!,1.0
1820,228,4 - High,Scooby Doo! Where are you?,0.0
1821,228,4 - High,Rooby rooby roo!,0.0
1822,228,4 - High,Groovy,0.0
1823,228,4 - High,Jinkies!,
1824,229,4 - High,My glasses!,
1825,229,4 - High,Jeepers!,
1826,229,4 - High,Scooby Doo! Where are you?,0.0
1827,229,4 - High,Jinkies!,
1828,229,4 - High,Zoinks!,2.0
1829,229,4 - High,Groovy,0.0
1830,229,4 - High,Just about wrapped up,
1831,229,4 - High,Rooby rooby roo!,1.0
1832,230,4 - High,Rooby rooby roo!,0.0
1833,230,4 - High,Scooby Doo! Where are you?,0.0
1834,230,4 - High,Zoinks!,3.0
1835,230,4 - High,Groovy,0.0
1836,230,4 - High,Jinkies!,
1837,230,4 - High,My glasses!,
1838,230,4 - High,Just about wrapped up,
1839,230,4 - High,Jeepers!,
1840,231,4 - High,Jeepers!,
1841,231,4 - High,Jinkies!,
1842,231,4 - High,Just about wrapped up,
1843,231,4 - High,My glasses!,
1844,231,4 - High,Scooby Doo! Where are you?,0.0
1845,231,4 - High,Rooby rooby roo!,0.0
1846,231,4 - High,Groovy,0.0
1847,231,4 - High,Zoinks!,1.0
1848,232,4 - High,Jinkies!,
1849,232,4 - High,Zoinks!,0.0
1850,232,4 - High,Scooby Doo! Where are you?,0.0
1851,232,4 - High,Rooby rooby roo!,0.0
1852,232,4 - High,Groovy,0.0
1853,232,4 - High,Just about wrapped up,
1854,232,4 - High,My glasses!,
1855,232,4 - High,Jeepers!,
1856,233,4 - High,Groovy,0.0
1857,233,4 - High,Just about wrapped up,
1858,233,4 - High,Zoinks!,1.0
1859,233,4 - High,Jinkies!,
1860,233,4 - High,Jeepers!,
1861,233,4 - High,My glasses!,
1862,233,4 - High,Scooby Doo! Where are you?,0.0
1863,233,4 - High,Rooby rooby roo!,0.0
1864,234,4 - High,Just about wrapped up,
1865,234,4 - High,My glasses!,
1866,234,4 - High,Jinkies!,
1867,234,4 - High,Rooby rooby roo!,1.0
1868,234,4 - High,Zoinks!,4.0
1869,234,4 - High,Scooby Doo! Where are you?,0.0
1870,234,4 - High,Jeepers!,
1871,234,4 - High,Groovy,0.0
1872,235,4 - High,Groovy,0.0
1873,235,4 - High,Rooby rooby roo!,1.0
1874,235,4 - High,Jinkies!,
1875,235,4 - High,Jeepers!,
1876,235,4 - High,My glasses!,
