,index,rank,catchphrase,count
3659,458,5 - Very High,My glasses!,0.0
3660,458,5 - Very High,Groovy,0.0
3661,458,5 - Very High,Rooby rooby roo!,0.0
3662,458,5 - Very High,Jinkies!,0.0
3663,458,5 - Very High,Jeepers!,0.0
3664,459,6 - Top Tier,Groovy,0.0
3665,459,6 - Top Tier,Scooby Doo! Where are you?,0.0
3666,459,6 - Top Tier,Zoinks!,0.0
3667,459,6 - Top Tier,Jinkies!,0.0
3668,459,6 - Top Tier,Just about wrapped up,0.0
3669,459,6 - Top Tier,Jeepers!,0.0
3670,459,6 - Top Tier,My glasses!,0.0
3671,459,6 - Top Tier,Rooby rooby roo!,0.0
3672,460,5 - Very High,Jinkies!,2.0
3673,460,5 - Very High,Rooby rooby roo!,0.0
3674,460,5 - Very High,Zoinks!,0.0
3675,460,5 - Very High,Just about wrapped up,0.0
3676,460,5 - Very High,My glasses!,0.0
3677,460,5 - Very High,Groovy,0.0
3678,460,5 - Very High,Jeepers!,0.0
3679,460,5 - Very High,Scooby Doo! Where are you?,0.0
3680,461,5 - Very High,My glasses!,0.0
3681,461,5 - Very High,Rooby rooby roo!,0.0
3682,461,5 - Very High,Jeepers!,0.0
3683,461,5 - Very High,Zoinks!,1.0
3684,461,5 - Very High,Just about wrapped up,1.0
3685,461,5 - Very High,Groovy,0.0
3686,461,5 - Very High,Scooby Doo! Where are you?,0.0
3687,461,5 - Very High,Jinkies!,3.0
3688,462,6 - Top Tier,Just about wrapped up,0.0
3689,462,6 - Top Tier,My glasses!,0.0
3690,462,6 - Top Tier,Zoinks!,2.0
3691,462,6 - Top Tier,Jeepers!,1.0
3692,462,6 - Top Tier,Jinkies!,0.0
3693,462,6 - Top Tier,Groovy,0.0
3694,462,6 - Top Tier,Scooby Doo! Where are you?,0.0
3695,462,6 - Top Tier,Rooby rooby roo!,0.0
3696,463,6 - Top Tier,Rooby rooby roo!,0.0
3697,463,6 - Top Tier,Scooby Doo! Where are you?,0.0
3698,463,6 - Top Tier,My glasses!,0.0
3699,463,6 - Top Tier,Jeepers!,0.0
3700,463,6 - Top Tier,Just about wrapped up,0.0
3701,463,6 - Top Tier,Zoinks!,0.0
3702,463,6 - Top Tier,Groovy,0.0
3703,463,6 - Top Tier,Jinkies!,0.0
3704,464,7 - Elite,Rooby rooby roo!,0.0
3705,464,7 - Elite,Groovy,0.0
3706,464,7 - Elite,Jinkies!,4.0
3707,464,7 - Elite,Jeepers!,0.0
3708,464,7 - Elite,Zoinks!,0.0
3709,464,7 - Elite,Scooby Doo! Where are you?,0.0
3710,464,7 - Elite,My glasses!,0.0
3711,464,7 - Elite,Just about wrapped up,0.0
3712,465,6 - Top Tier,Rooby rooby roo!,1.0
3713,465,6 - Top Tier,My glasses!,0.0
3714,465,6 - Top Tier,Scooby Doo! Where are you?,0.0
3715,465,6 - Top Tier,Zoinks!,0.0
3716,465,6 - Top Tier,Just about wrapped up,0.0
3717,465,6 - Top Tier,Jeepers!,1.0
3718,465,6 - Top Tier,Groovy,0.0
3719,465,6 - Top Tier,Jinkies!,0.0
3720,466,5 - Very High,Rooby rooby roo!,0.0
3721,466,5 - Very High,Just about wrapped up,0.0
3722,466,5 - Very High,My glasses!,0.0
3723,466,5 - Very High,Jinkies!,2.0
3724,466,5 - Very High,Jeepers!,0.0
3725,466,5 - Very High,Groovy,0.0
3726,466,5 - Very High,Zoinks!,0.0
3727,466,5 - Very High,Scooby Doo! Where are you?,0.0
3728,467,6 - Top Tier,Zoinks!,0.0
3729,467,6 - Top Tier,My glasses!,0.0
3730,467,6 - Top Tier,Scooby Doo! Where are you?,0.0
3731,467,6 - Top Tier,Jinkies!,0.0
3732,467,6 - Top Tier,Jeepers!,0.0
3733,467,6 - Top Tier,Just about wrapped up,0.0
3734,467,6 - Top Tier,Rooby rooby roo!,0.0
3735,467,6 - Top Tier,Groovy,0.0
3736,468,5 - Very High,Jeepers!,2.0
3737,468,5 - Very High,Scooby Doo! Where are you?,1.0
3738,468,5 - Very High,Groovy,0.0
3739,468,5 - Very High,My glasses!,0.0
3740,468,5 - Very High,Zoinks!,0.0
3741,468,5 - Very High,Jinkies!,1.0
3742,468,5 - Very High,Just about wrapped up,0.0
3743,468,5 - Very High,Rooby rooby roo!,0.0
3744,469,6 - Top Tier,Groovy,0.0
3745,469,6 - Top Tier,Jeepers!,0.0
3746,469,6 - Top Tier,Scooby Doo! Where are you?,0.0
3747,469,6 - Top Tier,My glasses!,1.0
3748,469,6 - Top Tier,Rooby rooby roo!,0.0
3749,469,6 - Top Tier,Jinkies!,0.0
3750,469,6 - Top Tier,Zoinks!,0.0
3751,469,6 - Top Tier,Just about wrapped up,0.0
3752,470,4 - High,Scooby Doo! Where are you?,0.0
3753,470,4 - High,Zoinks!,2.0
3754,470,4 - High,My glasses!,0.0
3755,470,4 - High,Jeepers!,0.0
3756,470,4 - High,Just about wrapped up,0.0
3757,470,4 - High,Jinkies!,0.0
3758,470,4 - High,Rooby rooby roo!,1.0
3759,470,4 - High,Groovy,0.0
3760,471,4 - High,My glasses!,1.0
3761,471,4 - High,Jinkies!,1.0
3762,471,4 - High,Zoinks!,1.0
3763,471,4 - High,Just about wrapped up,0.0
3764,471,4 - High,Groovy,0.0
3765,471,4 - High,Scooby Doo! Where are you?,0.0
3766,471,4 - High,Rooby rooby roo!,1.0
3767,471,4 - High,Jeepers!,0.0
3768,472,4 - High,My glasses!,0.0
3769,472,4 - High,Groovy,1.0
3770,472,4 - High,Zoinks!,4.0
3771,472,4 - High,Scooby Doo! Where are you?,0.0
3772,472,4 - High,Rooby rooby roo!,1.0
3773,472,4 - High,Jinkies!,1.0
3774,472,4 - High,Just about wrapped up,0.0
3775,472,4 - High,Jeepers!,1.0
3776,473,5 - Very High,Jinkies!,3.0
3777,473,5 - Very High,Rooby rooby roo!,0.0
3778,473,5 - Very High,Scooby Doo! Where are you?,0.0
3779,473,5 - Very High,Zoinks!,1.0
3780,473,5 - Very High,My glasses!,0.0
3781,473,5 - Very High,Just about wrapped up,0.0
3782,473,5 - Very High,Groovy,0.0
3783,473,5 - Very High,Jeepers!,1.0
3784,474,6 - Top Tier,Jeepers!,0.0
3785,474,6 - Top Tier,Just about wrapped up,0.0
3786,474,6 - Top Tier,My glasses!,0.0
3787,474,6 - Top Tier,Scooby Doo! Where are you?,0.0
3788,474,6 - Top Tier,Zoinks!,0.0
3789,474,6 - Top Tier,Jinkies!,0.0
3790,474,6 - Top Tier,Groovy,0.0
3791,474,6 - Top Tier,Rooby rooby roo!,0.0
3792,475,5 - Very High,Jinkies!,1.0
3793,475,5 - Very High,Just about wrapped up,0.0
3794,475,5 - Very High,Groovy,0.0
3795,475,5 - Very High,My glasses!,0.0
3796,475,5 - Very High,Rooby rooby roo!,0.0
3797,475,5 - Very High,Scooby Doo! Where are you?,0.0
3798,475,5 - Very High,Zoinks!,2.0
3799,475,5 - Very High,Jeepers!,0.0
3800,476,5 - Very High,Groovy,0.0
3801,476,5 - Very High,Scooby Doo! Where are you?,0.0
3802,476,5 - Very High,Just about wrapped up,0.0
3803,476,5 - Very High,Zoinks!,1.0
3804,476,5 - Very High,Jeepers!,0.0
3805,476,5 - Very High,Jinkies!,2.0
3806,476,5 - Very High,My glasses!,0.0
3807,476,5 - Very High,Rooby rooby roo!,1.0
3808,477,6 - Top Tier,Rooby rooby roo!,0.0
3809,477,6 - Top Tier,Groovy,0.0
3810,477,6 - Top Tier,Jinkies!,2.0
3811,477,6 - Top Tier,Zoinks!,0.0
3812,477,6 - Top Tier,Scooby Doo! Where are you?,0.0
3813,477,6 - Top Tier,Just about wrapped up,0.0
3814,477,6 - Top Tier,Jeepers!,1.0
3815,477,6 - Top Tier,My glasses!,0.0
3816,478,6 - Top Tier,Scooby Doo! Where are you?,0.0
3817,478,6 - Top Tier,Jeepers!,0.0
3818,478,6 - Top Tier,Groovy,0.0
3819,478,6 - Top Tier,Just about wrapped up,0.0
3820,478,6 - Top Tier,Jinkies!,0.0
3821,478,6 - Top Tier,My glasses!,0.0
3822,478,6 - Top Tier,Zoinks!,1.0
3823,478,6 - Top Tier,Rooby rooby roo!,0.0
3824,479,6 - Top Tier,Zoinks!,0.0
3825,479,6 - Top Tier,Rooby rooby roo!,0.0
3826,479,6 - Top Tier,Jeepers!,1.0
3827,479,6 - Top Tier,Groovy,0.0
3828,479,6 - Top Tier,Just about wrapped up,0.0
3829,479,6 - Top Tier,Jinkies!,3.0
3830,479,6 - Top Tier,My glasses!,0.0
3831,479,6 - Top Tier,Scooby Doo! Where are you?,0.0
3832,480,6 - Top Tier,My glasses!,0.0
3833,480,6 - Top Tier,Rooby rooby roo!,0.0
3834,480,6 - Top Tier,Jeepers!,0.0
3835,480,6 - Top Tier,Groovy,0.0
3836,480,6 - Top Tier,Jinkies!,1.0
3837,480,6 - Top Tier,Scooby Doo! Where are you?,0.0
3838,480,6 - Top Tier,Just about wrapped up,0.0
3839,480,6 - Top Tier,Zoinks!,1.0
3840,481,6 - Top Tier,Zoinks!,1.0
3841,481,6 - Top Tier,Groovy,0.0
3842,481,6 - Top Tier,Jinkies!,1.0
3843,481,6 - Top Tier,Just about wrapped up,0.0
3844,481,6 - Top Tier,Rooby rooby roo!,1.0
3845,481,6 - Top Tier,My glasses!,0.0
3846,481,6 - Top Tier,Jeepers!,1.0
3847,481,6 - Top Tier,Scooby Doo! Where are you?,0.0
3848,482,6 - Top Tier,Just about wrapped up,0.0
3849,482,6 - Top Tier,Jinkies!,1.0
3850,482,6 - Top Tier,Groovy,0.0
3851,482,6 - Top Tier,Scooby Doo! Where are you?,0.0
3852,482,6 - Top Tier,Jeepers!,2.0
3853,482,6 - Top Tier,Zoinks!,2.0
3854,482,6 - Top Tier,My glasses!,0.0
3855,482,6 - Top Tier,Rooby rooby roo!,0.0
3856,483,7 - Elite,Scooby Doo! Where are you?,1.0
3857,483,7 - Elite,Groovy,0.0
3858,483,7 - Elite,Zoinks!,2.0
3859,483,7 - Elite,Rooby rooby roo!,1.0
3860,483,7 - Elite,Just about wrapped up,0.0
3861,483,7 - Elite,Jeepers!,1.0
3862,483,7 - Elite,Jinkies!,2.0
3863,483,7 - Elite,My glasses!,0.0
3864,484,2 - Low,Zoinks!,2.0
3865,484,2 - Low,Jinkies!,8.0
3866,484,2 - Low,Just about wrapped up,0.0
3867,484,2 - Low,Jeepers!,0.0
3868,484,2 - Low,My glasses!,0.0
3869,484,2 - Low,Rooby rooby roo!,4.0
3870,484,2 - Low,Scooby Doo! Where are you?,0.0
3871,484,2 - Low,Groovy,1.0
3872,485,4 - High,Zoinks!,1.0
3873,485,4 - High,My glasses!,0.0
3874,485,4 - High,Groovy,0.0
3875,485,4 - High,Scooby Doo! Where are you?,0.0
3876,485,4 - High,Just about wrapped up,0.0
3877,485,4 - High,Jinkies!,0.0
3878,485,4 - High,Jeepers!,0.0
3879,485,4 - High,Rooby rooby roo!,2.0
3880,486,4 - High,My glasses!,0.0
3881,486,4 - High,Jinkies!,0.0
3882,486,4 - High,Groovy,0.0
3883,486,4 - High,Just about wrapped up,0.0
3884,486,4 - High,Rooby rooby roo!,1.0
3885,486,4 - High,Scooby Doo! Where are you?,0.0
3886,486,4 - High,Zoinks!,0.0
3887,486,4 - High,Jeepers!,0.0
3888,487,3 - Moderate,Just about wrapped up,0.0
3889,487,3 - Moderate,Rooby rooby roo!,1.0
3890,487,3 - Moderate,Jeepers!,0.0
3891,487,3 - Moderate,Zoinks!,1.0
3892,487,3 - Moderate,Groovy,0.0
3893,487,3 - Moderate,My glasses!,1.0
3894,487,3 - Moderate,Jinkies!,0.0
3895,487,3 - Moderate,Scooby Doo! Where are you?,0.0
3896,488,3 - Moderate,Rooby rooby roo!,3.0
3897,488,3 - Moderate,Just about wrapped up,0.0
3898,488,3 - Moderate,Groovy,0.0
3899,488,3 - Moderate,Jinkies!,3.0
3900,488,3 - Moderate,Scooby Doo! Where are you?,1.0
3901,488,3 - Moderate,Zoinks!,3.0
3902,488,3 - Moderate,Jeepers!,0.0
3903,488,3 - Moderate,My glasses!,0.0
3904,489,3 - Moderate,Scooby Doo! Where are you?,0.0
3905,489,3 - Moderate,Jeepers!,0.0
3906,489,3 - Moderate,Rooby rooby roo!,1.0
3907,489,3 - Moderate,Just about wrapped up,0.0
3908,489,3 - Moderate,Zoinks!,1.0
3909,489,3 - Moderate,My glasses!,0.0
3910,489,3 - Moderate,Jinkies!,1.0
3911,489,3 - Moderate,Groovy,0.0
3912,490,4 - High,Groovy,0.0
3913,490,4 - High,Just about wrapped up,0.0
3914,490,4 - High,Jeepers!,10.0
3915,490,4 - High,Rooby rooby roo!,1.0
3916,490,4 - High,Jinkies!,2.0
3917,490,4 - High,Zoinks!,4.0
3918,490,4 - High,Scooby Doo! Where are you?,0.0
3919,490,4 - High,My glasses!,0.0
3920,491,3 - Moderate,Groovy,0.0
3921,491,3 - Moderate,My glasses!,0.0
3922,491,3 - Moderate,Jinkies!,1.0
3923,491,3 - Moderate,Just about wrapped up,0.0
3924,491,3 - Moderate,Zoinks!,1.0
3925,491,3 - Moderate,Rooby rooby roo!,2.0
3926,491,3 - Moderate,Jeepers!,2.0
3927,491,3 - Moderate,Scooby Doo! Where are you?,0.0
3928,492,4 - High,Jinkies!,0.0
3929,492,4 - High,Zoinks!,0.0
3930,492,4 - High,Groovy,0.0
3931,492,4 - High,Scooby Doo! Where are you?,0.0
3932,492,4 - High,Just about wrapped up,0.0
3933,492,4 - High,Jeepers!,0.0
3934,492,4 - High,My glasses!,0.0
3935,492,4 - High,Rooby rooby roo!,1.0
3936,493,3 - Moderate,Jinkies!,1.0
3937,493,3 - Moderate,My glasses!,0.0
3938,493,3 - Moderate,Scooby Doo! Where are you?,0.0
3939,493,3 - Moderate,Just about wrapped up,0.0
3940,493,3 - Moderate,Jeepers!,1.0
3941,493,3 - Moderate,Zoinks!,1.0
3942,493,3 - Moderate,Rooby rooby roo!,0.0
3943,493,3 - Moderate,Groovy,0.0
3944,494,5 - Very High,Jeepers!,0.0
3945,494,5 - Very High,Jinkies!,0.0
3946,494,5 - Very High,My glasses!,0.0
3947,494,5 - Very High,Rooby rooby roo!,0.0
3948,494,5 - Very High,Zoinks!,0.0
3949,494,5 - Very High,Scooby Doo! Where are you?,0.0
3950,494,5 - Very High,Just about wrapped up,0.0
3951,494,5 - Very High,Groovy,0.0
3952,495,4 - High,Groovy,0.0
3953,495,4 - High,Zoinks!,1.0
3954,495,4 - High,Jinkies!,0.0
3955,495,4 - High,Jeepers!,0.0
3956,495,4 - High,Just about wrapped up,0.0
3957,495,4 - High,Rooby rooby roo!,0.0
3958,495,4 - High,Scooby Doo! Where are you?,1.0
3959,495,4 - High,My glasses!,0.0
3960,496,4 - High,Jinkies!,0.0
3961,496,4 - High,My glasses!,0.0
3962,496,4 - High,Scooby Doo! Where are you?,0.0
3963,496,4 - High,Rooby rooby roo!,0.0
3964,496,4 - High,Groovy,0.0
3965,496,4 - High,Jeepers!,0.0
3966,496,4 - High,Zoinks!,1.0
3967,496,4 - High,Just about wrapped up,0.0
3968,497,4 - High,My glasses!,0.0
3969,497,4 - High,Jinkies!,1.0
3970,497,4 - High,Scooby Doo! Where are you?,0.0
3971,497,4 - High,Just about wrapped up,0.0
3972,497,4 - High,Groovy,0.0
3973,497,4 - High,Rooby rooby roo!,0.0
3974,497,4 - High,Zoinks!,0.0
3975,497,4 - High,Jeepers!,0.0
3976,498,4 - High,Scooby Doo! Where are you?,0.0
3977,498,4 - High,Rooby rooby roo!,0.0
3978,498,4 - High,Groovy,0.0
3979,498,4 - High,Zoinks!,0.0
3980,498,4 - High,Just about wrapped up,0.0
3981,498,4 - High,Jeepers!,0.0
3982,498,4 - High,Jinkies!,0.0
3983,498,4 - High,My glasses!,0.0
3984,499,5 - Very High,Rooby rooby roo!,0.0
3985,499,5 - Very High,Zoinks!,0.0
3986,499,5 - Very High,Jinkies!,0.0
3987,499,5 - Very High,Jeepers!,0.0
3988,499,5 - Very High,My glasses!,0.0
3989,499,5 - Very High,Groovy,0.0
3990,499,5 - Very High,Scooby Doo! Where are you?,0.0
3991,499,5 - Very High,Just about wrapped up,0.0
3992,500,5 - Very High,Rooby rooby roo!,1.0
3993,500,5 - Very High,Scooby Doo! Where are you?,0.0
3994,500,5 - Very High,Jeepers!,0.0
3995,500,5 - Very High,Just about wrapped up,0.0
3996,500,5 - Very High,Zoinks!,0.0
3997,500,5 - Very High,Groovy,0.0
3998,500,5 - Very High,Jinkies!,1.0
3999,500,5 - Very High,My glasses!,0.0
4000,501,5 - Very High,My glasses!,0.0
4001,501,5 - Very High,Rooby rooby roo!,0.0
4002,501,5 - Very High,Just about wrapped up,0.0
4003,501,5 - Very High,Zoinks!,0.0
4004,501,5 - Very High,Scooby Doo! Where are you?,0.0
4005,501,5 - Very High,Groovy,0.0
4006,501,5 - Very High,Jinkies!,0.0
4007,501,5 - Very High,Jeepers!,0.0
4008,502,4 - High,Just about wrapped up,0.0
4009,502,4 - High,Rooby rooby roo!,0.0
4010,502,4 - High,Jeepers!,0.0
4011,502,4 - High,Jinkies!,0.0
4012,502,4 - High,My glasses!,0.0
4013,502,4 - High,Groovy,0.0
4014,502,4 - High,Zoinks!,2.0
4015,502,4 - High,Scooby Doo! Where are you?,0.0
4016,503,5 - Very High,Rooby rooby roo!,0.0
4017,503,5 - Very High,Zoinks!,0.0
4018,503,5 - Very High,Just about wrapped up,0.0
4019,503,5 - Very High,My glasses!,0.0
4020,503,5 - Very High,Scooby Doo! Where are you?,0.0
4021,503,5 - Very High,Jeepers!,0.0
4022,503,5 - Very High,Groovy,0.0
4023,503,5 - Very High,Jinkies!,2.0
4024,504,5 - Very High,Groovy,0.0
4025,504,5 - Very High,Jinkies!,0.0
4026,504,5 - Very High,Rooby rooby roo!,1.0
4027,504,5 - Very High,Just about wrapped up,0.0
4028,504,5 - Very High,Scooby Doo! Where are you?,0.0
4029,504,5 - Very High,Jeepers!,0.0
4030,504,5 - Very High,My glasses!,0.0
4031,504,5 - Very High,Zoinks!,1.0
4032,505,4 - High,Groovy,0.0
4033,505,4 - High,Rooby rooby roo!,0.0
4034,505,4 - High,Scooby Doo! Where are you?,0.0
4035,505,4 - High,My glasses!,0.0
4036,505,4 - High,Jinkies!,0.0
4037,505,4 - High,Just about wrapped up,0.0
4038,505,4 - High,Zoinks!,2.0
4039,505,4 - High,Jeepers!,0.0
4040,506,5 - Very High,Groovy,0.0
4041,506,5 - Very High,Jeepers!,0.0
4042,506,5 - Very High,Scooby Doo! Where are you?,0.0
4043,506,5 - Very High,My glasses!,0.0
4044,506,5 - Very High,Just about wrapped up,0.0
4045,506,5 - Very High,Rooby rooby roo!,0.0
4046,506,5 - Very High,Jinkies!,0.0
4047,506,5 - Very High,Zoinks!,0.0
4048,507,3 - Moderate,Zoinks!,0.0
4049,507,3 - Moderate,Rooby rooby roo!,1.0
4050,507,3 - Moderate,My glasses!,0.0
4051,507,3 - Moderate,Jinkies!,2.0
4052,507,3 - Moderate,Groovy,0.0
4053,507,3 - Moderate,Jeepers!,1.0
4054,507,3 - Moderate,Just about wrapped up,0.0
4055,507,3 - Moderate,Scooby Doo! Where are you?,0.0
4056,508,4 - High,Zoinks!,0.0
4057,508,4 - High,Jeepers!,0.0
4058,508,4 - High,Jinkies!,0.0
4059,508,4 - High,Scooby Doo! Where are you?,0.0
4060,508,4 - High,Rooby rooby roo!,1.0
4061,508,4 - High,My glasses!,0.0
4062,508,4 - High,Just about wrapped up,0.0
4063,508,4 - High,Groovy,0.0
4064,509,5 - Very High,Jinkies!,0.0
4065,509,5 - Very High,My glasses!,0.0
4066,509,5 - Very High,Just about wrapped up,0.0
4067,509,5 - Very High,Rooby rooby roo!,0.0
4068,509,5 - Very High,Groovy,0.0
4069,509,5 - Very High,Scooby Doo! Where are you?,0.0
4070,509,5 - Very High,Jeepers!,1.0
4071,509,5 - Very High,Zoinks!,1.0
4072,510,5 - Very High,Just about wrapped up,0.0
4073,510,5 - Very High,My glasses!,0.0
4074,510,5 - Very High,Scooby Doo! Where are you?,0.0
4075,510,5 - Very High,Jeepers!,0.0
4076,510,5 - Very High,Zoinks!,1.0
4077,510,5 - Very High,Rooby rooby roo!,1.0
4078,510,5 - Very High,Groovy,0.0
4079,510,5 - Very High,Jinkies!,0.0
4080,511,5 - Very High,Scooby Doo! Where are you?,0.0
4081,511,5 - Very High,Rooby rooby roo!,0.0
4082,511,5 - Very High,Just about wrapped up,0.0
4083,511,5 - Very High,My glasses!,0.0
4084,511,5 - Very High,Zoinks!,2.0
4085,511,5 - Very High,Groovy,0.0
4086,511,5 - Very High,Jeepers!,0.0
4087,511,5 - Very High,Jinkies!,0.0
4088,512,5 - Very High,Rooby rooby roo!,0.0
4089,512,5 - Very High,Zoinks!,1.0
4090,512,5 - Very High,Jeepers!,0.0
4091,512,5 - Very High,Just about wrapped up,0.0
4092,512,5 - Very High,Scooby Doo! Where are you?,0.0
4093,512,5 - Very High,My glasses!,0.0
4094,512,5 - Very High,Jinkies!,0.0
4095,512,5 - Very High,Groovy,0.0
4096,513,5 - Very High,Scooby Doo! Where are you?,0.0
4097,513,5 - Very High,Zoinks!,1.0
4098,513,5 - Very High,My glasses!,0.0
4099,513,5 - Very High,Just about wrapped up,0.0
4100,513,5 - Very High,Jinkies!,0.0
4101,513,5 - Very High,Jeepers!,0.0
4102,513,5 - Very High,Groovy,0.0
4103,513,5 - Very High,Rooby rooby roo!,0.0
4104,514,3 - Moderate,Zoinks!,2.0
4105,514,3 - Moderate,Rooby rooby roo!,1.0
4106,514,3 - Moderate,Scooby Doo! Where are you?,1.0
4107,514,3 - Moderate,Just about wrapped up,0.0
4108,514,3 - Moderate,Jeepers!,2.0
4109,514,3 - Moderate,Jinkies!,1.0
4110,514,3 - Moderate,Groovy,0.0
4111,514,3 - Moderate,My glasses!,0.0
4112,515,4 - High,My glasses!,0.0
4113,515,4 - High,Jeepers!,1.0
4114,515,4 - High,Scooby Doo! Where are you?,0.0
4115,515,4 - High,Rooby rooby roo!,0.0
4116,515,4 - High,Groovy,0.0
4117,515,4 - High,Jinkies!,0.0
4118,515,4 - High,Just about wrapped up,0.0
4119,515,4 - High,Zoinks!,0.0
4120,516,4 - High,Jinkies!,0.0
4121,516,4 - High,My glasses!,0.0
4122,516,4 - High,Scooby Doo! Where are you?,0.0
4123,516,4 - High,Rooby rooby roo!,0.0
4124,516,4 - High,Just about wrapped up,0.0
4125,516,4 - High,Groovy,0.0
4126,516,4 - High,Jeepers!,0.0
4127,516,4 - High,Zoinks!,1.0
4128,517,3 - Moderate,Scooby Doo! Where are you?,0.0
4129,517,3 - Moderate,Groovy,0.0
4130,517,3 - Moderate,Rooby rooby roo!,1.0
4131,517,3 - Moderate,Jeepers!,0.0
4132,517,3 - Moderate,Zoinks!,3.0
4133,517,3 - Moderate,My glasses!,0.0
4134,517,3 - Moderate,Jinkies!,2.0
4135,517,3 - Moderate,Just about wrapped up,0.0
4136,518,4 - High,Jinkies!,1.0
4137,518,4 - High,My glasses!,0.0
4138,518,4 - High,Groovy,0.0
4139,518,4 - High,Rooby rooby roo!,3.0
4140,518,4 - High,Zoinks!,2.0
4141,518,4 - High,Just about wrapped up,0.0
4142,518,4 - High,Scooby Doo! Where are you?,0.0
4143,518,4 - High,Jeepers!,0.0
4144,519,4 - High,Just about wrapped up,0.0
4145,519,4 - High,Jinkies!,0.0
4146,519,4 - High,Scooby Doo! Where are you?,0.0
4147,519,4 - High,Groovy,0.0
4148,519,4 - High,Jeepers!,0.0
4149,519,4 - High,My glasses!,0.0
4150,519,4 - High,Zoinks!,0.0
4151,519,4 - High,Rooby rooby roo!,0.0
4152,520,5 - Very High,Groovy,0.0
4153,520,5 - Very High,Jeepers!,0.0
4154,520,5 - Very High,Jinkies!,0.0
4155,520,5 - Very High,Just about wrapped up,0.0
4156,520,5 - Very High,My glasses!,0.0
4157,520,5 - Very High,Scooby Doo! Where are you?,0.0
4158,520,5 - Very High,Rooby rooby roo!,0.0
4159,520,5 - Very High,Zoinks!,0.0
4160,521,4 - High,Jeepers!,0.0
4161,521,4 - High,Zoinks!,2.0
4162,521,4 - High,Just about wrapped up,0.0
4163,521,4 - High,Rooby rooby roo!,0.0
4164,521,4 - High,Scooby Doo! Where are you?,0.0
4165,521,4 - High,Groovy,0.0
4166,521,4 - High,My glasses!,0.0
4167,521,4 - High,Jinkies!,0.0
4168,522,4 - High,Zoinks!,0.0
4169,522,4 - High,My glasses!,0.0
4170,522,4 - High,Scooby Doo! Where are you?,0.0
4171,522,4 - High,Jeepers!,0.0
4172,522,4 - High,Just about wrapped up,0.0
4173,522,4 - High,Rooby rooby roo!,1.0
4174,522,4 - High,Jinkies!,0.0
4175,522,4 - High,Groovy,0.0
4176,523,5 - Very High,Groovy,0.0
4177,523,5 - Very High,Zoinks!,1.0
4178,523,5 - Very High,My glasses!,0.0
4179,523,5 - Very High,Just about wrapped up,0.0
4180,523,5 - Very High,Jinkies!,0.0
4181,523,5 - Very High,Rooby rooby roo!,0.0
4182,523,5 - Very High,Jeepers!,0.0
4183,523,5 - Very High,Scooby Doo! Where are you?,0.0
4184,524,2 - Low,Groovy,0.0
4185,524,2 - Low,Zoinks!,2.0
4186,524,2 - Low,Jinkies!,13.0
4187,524,2 - Low,Just about wrapped up,0.0
4188,524,2 - Low,Rooby rooby roo!,1.0
4189,524,2 - Low,Jeepers!,1.0
4190,524,2 - Low,My glasses!,1.0
4191,524,2 - Low,Scooby Doo! Where are you?,1.0
4192,525,5 - Very High,Zoinks!,1.0
4193,525,5 - Very High,Jeepers!,0.0
4194,525,5 - Very High,My glasses!,0.0
4195,525,5 - Very High,Rooby rooby roo!,1.0
4196,525,5 - Very High,Just about wrapped up,0.0
4197,525,5 - Very High,Jinkies!,0.0
4198,525,5 - Very High,Groovy,0.0
4199,525,5 - Very High,Scooby Doo! Where are you?,0.0
4200,526,5 - Very High,My glasses!,0.0
4201,526,5 - Very High,Just about wrapped up,0.0
4202,526,5 - Very High,Rooby rooby roo!,0.0
4203,526,5 - Very High,Jeepers!,0.0
4204,526,5 - Very High,Zoinks!,1.0
4205,526,5 - Very High,Scooby Doo! Where are you?,0.0
4206,526,5 - Very High,Jinkies!,1.0
4207,526,5 - Very High,Groovy,0.0
4208,527,4 - High,Zoinks!,0.0
4209,527,4 - High,Rooby rooby roo!,0.0
4210,527,4 - High,Scooby Doo! Where are you?,0.0
4211,527,4 - High,My glasses!,0.0
4212,527,4 - High,Jinkies!,0.0
4213,527,4 - High,Just about wrapped up,0.0
4214,527,4 - High,Jeepers!,0.0
4215,527,4 - High,Groovy,0.0
4216,528,5 - Very High,Just about wrapped up,0.0
4217,528,5 - Very High,Groovy,0.0
4218,528,5 - Very High,Zoinks!,1.0
4219,528,5 - Very High,Scooby Doo! Where are you?,0.0
4220,528,5 - Very High,Rooby rooby roo!,0.0
4221,528,5 - Very High,Jeepers!,0.0
4222,528,5 - Very High,Jinkies!,1.0
4223,528,5 - Very High,My glasses!,0.0
4224,529,4 - High,Zoinks!,0.0
4225,529,4 - High,Just about wrapped up,0.0
4226,529,4 - High,Scooby Doo! Where are you?,0.0
4227,529,4 - High,Rooby rooby roo!,0.0
4228,529,4 - High,Groovy,0.0
4229,529,4 - High,Jeepers!,0.0
4230,529,4 - High,Jinkies!,0.0
4231,529,4 - High,My glasses!,0.0
4232,530,5 - Very High,Groovy,0.0
4233,530,5 - Very High,My glasses!,0.0
4234,530,5 - Very High,Rooby rooby roo!,0.0
4235,530,5 - Very High,Zoinks!,0.0
4236,530,5 - Very High,Jeepers!,0.0
4237,530,5 - Very High,Scooby Doo! Where are you?,0.0
4238,530,5 - Very High,Jinkies!,0.0
